trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,academic_source_key,external_dataset,external_feature_file,selected_market_plumbing_leg,selected_market_plumbing_source,market_plumbing_priority_order,feature_name,feature_operator,feature_threshold,feature_value,feature_trade_date,feature_availability_rule,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,signal_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",11,market_plumbing_liquidity_capacity,2019-09-03,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1153846153846153,2019-09-03,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-03 13:30:00-04:00,2019-09-03 13:30:00-04:00,2900.5,2891.75,2913.625,8.75,1,8.5,6.25,fixed_contracts,2019-09-03 15:55:00-04:00,2907.75,eod_flatten,362.5,357.5,0.8285714285714286,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",12,market_plumbing_liquidity_capacity,2019-09-04,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1153846153846153,2019-09-04,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-04 13:30:00-04:00,2019-09-04 13:30:00-04:00,2934.25,2925.25,2947.75,9.0,1,4.75,5.25,fixed_contracts,2019-09-04 15:55:00-04:00,2938.0,eod_flatten,187.5,182.5,0.4166666666666667,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",13,market_plumbing_liquidity_capacity,2019-09-05,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1153846153846153,2019-09-05,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-05 13:30:00-04:00,2019-09-05 13:30:00-04:00,2977.0,2968.0,2990.5,9.0,1,4.25,3.5,fixed_contracts,2019-09-05 15:55:00-04:00,2977.5,eod_flatten,25.0,20.0,0.05555555555555555,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",14,market_plumbing_liquidity_capacity,2019-09-06,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1153846153846153,2019-09-06,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-06 13:30:00-04:00,2019-09-06 13:30:00-04:00,2984.5,2975.5,2998.0,9.0,1,1.25,6.25,fixed_contracts,2019-09-06 15:55:00-04:00,2978.25,eod_flatten,-312.5,-317.5,-0.6944444444444444,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",15,market_plumbing_liquidity_capacity,2019-09-16,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.25,2019-09-16,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-16 13:30:00-04:00,2019-09-16 13:30:00-04:00,2997.25,2988.25,3010.75,9.0,1,3.5,1.25,fixed_contracts,2019-09-16 15:55:00-04:00,2997.25,eod_flatten,0.0,-5.0,0.0,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",16,market_plumbing_liquidity_capacity,2019-09-17,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.25,2019-09-17,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-17 13:30:00-04:00,2019-09-17 13:30:00-04:00,3000.25,2991.0,3014.125,9.25,1,8.25,0.5,fixed_contracts,2019-09-17 15:55:00-04:00,3008.25,eod_flatten,400.0,395.0,0.8648648648648649,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",17,market_plumbing_liquidity_capacity,2019-09-18,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.25,2019-09-18,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-18 13:30:00-04:00,2019-09-18 13:30:00-04:00,2995.75,2986.75,3009.25,9.0,1,9.25,10.5,fixed_contracts,2019-09-18 14:10:00-04:00,2986.5,stop,-462.5,-467.5,-1.0277777777777777,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",18,market_plumbing_liquidity_capacity,2019-09-19,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.25,2019-09-19,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-19 13:30:00-04:00,2019-09-19 13:30:00-04:00,3016.5,3007.25,3030.375,9.25,1,0.25,9.25,fixed_contracts,2019-09-19 15:35:00-04:00,3007.0,stop,-475.0,-480.0,-1.027027027027027,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",19,market_plumbing_liquidity_capacity,2019-09-20,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.25,2019-09-20,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-09-20 13:30:00-04:00,2019-09-20 13:30:00-04:00,2998.25,2989.25,3011.75,9.0,1,5.0,6.5,fixed_contracts,2019-09-20 15:55:00-04:00,2998.5,eod_flatten,12.5,7.5,0.027777777777777776,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",20,market_plumbing_liquidity_capacity,2019-10-07,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1346153846153846,2019-10-07,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-10-07 13:30:00-04:00,2019-10-07 13:30:00-04:00,2947.75,2938.75,2961.25,9.0,1,11.75,9.0,fixed_contracts,2019-10-07 14:50:00-04:00,2938.5,stop,-462.5,-467.5,-1.0277777777777777,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",21,market_plumbing_liquidity_capacity,2019-10-08,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1346153846153846,2019-10-08,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-10-08 13:30:00-04:00,2019-10-08 13:30:00-04:00,2913.5,2904.75,2926.625,8.75,1,11.25,10.5,fixed_contracts,2019-10-08 14:55:00-04:00,2904.5,stop,-450.0,-455.0,-1.0285714285714285,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",22,market_plumbing_liquidity_capacity,2019-10-09,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1346153846153846,2019-10-09,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-10-09 13:30:00-04:00,2019-10-09 13:30:00-04:00,2917.75,2908.75,2931.25,9.0,1,11.75,0.75,fixed_contracts,2019-10-09 15:55:00-04:00,2922.75,eod_flatten,250.0,245.0,0.5555555555555556,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,1,2015-07-13,2019-07-13,2019-07-13,2020-07-13,MAR,0.2951446616328009,"{'entry.params.primary_dealer_lending_pressure_threshold': 0.25, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",23,market_plumbing_liquidity_capacity,2019-10-10,long,market_plumbing_primary_dealer_lending_pressure,brunnermeier_pedersen_2009_market_liquidity_funding_liquidity,nyfed_primary_dealer_statistics_cboe_cfe_vx_activity_lag1,data/external/market_plumbing_priority_features_lag1_no_lookahead.csv,primary_dealer_lending_pressure,nyfed_primary_dealer_statistics,primary_dealer_lending_pressure,sl_treasury_excluding_tips_overnight_open_diff1_rank52,<=,0.25,0.1346153846153846,2019-10-10,Campaign feature file lags every source row by one listed trade_date; entries occur 11:30 ET or later.,0.005,1.5,15:55:00,2019-10-10 13:30:00-04:00,2019-10-10 13:30:00-04:00,2936.5,2927.5,2950.0,9.0,1,6.25,10.25,fixed_contracts,2019-10-10 14:05:00-04:00,2927.25,stop,-462.5,-467.5,-1.0277777777777777,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
