trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,academic_source_key,setup_mode,feature_method,signal_bar_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_direction,flow_mode,impulse_start_timestamp,impulse_end_timestamp,pause_start_timestamp,pause_end_timestamp,impulse_move_ticks,pause_high,pause_low,pause_retrace_fraction,breakout_level,breakout_ticks,signal_open,signal_high,signal_low,signal_close,signal_signed_flow,signal_flow_volume,signal_orderflow_imbalance,impulse_bars,pause_bars,max_pullback_fraction,min_impulse_ticks,min_orderflow_imbalance,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
234,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",70,impulse_pause_orderflow_continuation,2016-05-16,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-05-16 11:00:00-04:00,2016-05-16 11:05:00-04:00,2016-05-16 11:05:00-04:00,long,large10,2016-05-16 10:30:00-04:00,2016-05-16 10:45:00-04:00,2016-05-16 10:50:00-04:00,2016-05-16 10:55:00-04:00,27.0,4355.0,4346.75,0.07407407407407407,4355.0,12.0,4353.5,4359.25,4353.5,4358.0,113.0,191.0,0.5916230366492147,4,2,0.55,8.0,0.06,15:55:00,4355.0,2016-05-16 11:00:00-04:00,4359.25,4353.5,2016-05-16 11:05:00-04:00,2016-05-16 11:05:00-04:00,4358.0,4342.5,4389.0,15.5,1,32.5,2.25,fixed_contracts,2016-05-16 14:30:00-04:00,4388.75,target,615.0,610.0,1.9838709677419355,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
235,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",71,impulse_pause_orderflow_continuation,2016-05-18,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-05-18 10:10:00-04:00,2016-05-18 10:15:00-04:00,2016-05-18 10:15:00-04:00,long,large10,2016-05-18 09:40:00-04:00,2016-05-18 09:55:00-04:00,2016-05-18 10:00:00-04:00,2016-05-18 10:05:00-04:00,49.0,4332.5,4327.0,0.1836734693877551,4332.5,31.0,4327.75,4341.75,4327.75,4340.25,85.0,189.0,0.4497354497354497,4,2,0.55,8.0,0.06,15:55:00,4332.5,2016-05-18 10:10:00-04:00,4341.75,4327.75,2016-05-18 10:15:00-04:00,2016-05-18 10:15:00-04:00,4340.5,4325.25,4371.0,15.25,1,18.5,22.5,fixed_contracts,2016-05-18 14:05:00-04:00,4325.0,stop,-310.0,-315.0,-1.0163934426229508,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
236,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",72,impulse_pause_orderflow_continuation,2016-05-20,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-05-20 10:10:00-04:00,2016-05-20 10:15:00-04:00,2016-05-20 10:15:00-04:00,long,large10,2016-05-20 09:40:00-04:00,2016-05-20 09:55:00-04:00,2016-05-20 10:00:00-04:00,2016-05-20 10:05:00-04:00,82.0,4366.0,4357.25,0.13414634146341464,4366.0,5.0,4362.75,4368.5,4362.5,4367.25,357.0,447.0,0.7986577181208053,4,2,0.55,8.0,0.06,15:55:00,4366.0,2016-05-20 10:10:00-04:00,4368.5,4362.5,2016-05-20 10:15:00-04:00,2016-05-20 10:15:00-04:00,4367.5,4352.0,4398.5,15.5,1,11.5,14.5,fixed_contracts,2016-05-20 15:55:00-04:00,4360.0,eod_flatten,-150.0,-155.0,-0.4838709677419355,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
237,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",73,impulse_pause_orderflow_continuation,2016-05-24,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-05-24 10:00:00-04:00,2016-05-24 10:05:00-04:00,2016-05-24 10:05:00-04:00,long,large10,2016-05-24 09:30:00-04:00,2016-05-24 09:45:00-04:00,2016-05-24 09:50:00-04:00,2016-05-24 09:55:00-04:00,75.0,4405.75,4397.75,0.0,4405.75,11.0,4401.25,4408.75,4401.25,4408.5,108.0,498.0,0.21686746987951808,4,2,0.55,8.0,0.06,15:55:00,4405.75,2016-05-24 10:00:00-04:00,4408.75,4401.25,2016-05-24 10:05:00-04:00,2016-05-24 10:05:00-04:00,4408.75,4393.25,4439.75,15.5,1,31.0,1.25,fixed_contracts,2016-05-24 13:00:00-04:00,4439.5,target,615.0,610.0,1.9838709677419355,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
238,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",74,impulse_pause_orderflow_continuation,2016-05-27,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-05-27 10:00:00-04:00,2016-05-27 10:05:00-04:00,2016-05-27 10:05:00-04:00,long,large10,2016-05-27 09:30:00-04:00,2016-05-27 09:45:00-04:00,2016-05-27 09:50:00-04:00,2016-05-27 09:55:00-04:00,30.0,4503.5,4499.25,0.0,4503.5,2.0,4500.75,4504.5,4499.75,4504.0,149.0,149.0,1.0,4,2,0.55,8.0,0.06,15:55:00,4503.5,2016-05-27 10:00:00-04:00,4504.5,4499.75,2016-05-27 10:05:00-04:00,2016-05-27 10:05:00-04:00,4504.25,4488.25,4536.25,16.0,1,8.75,9.0,fixed_contracts,2016-05-27 15:55:00-04:00,4510.5,eod_flatten,125.0,120.0,0.390625,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
239,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",75,impulse_pause_orderflow_continuation,2016-05-31,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-05-31 10:05:00-04:00,2016-05-31 10:10:00-04:00,2016-05-31 10:10:00-04:00,long,large10,2016-05-31 09:35:00-04:00,2016-05-31 09:50:00-04:00,2016-05-31 09:55:00-04:00,2016-05-31 10:00:00-04:00,20.0,4523.5,4518.75,0.45,4523.5,6.0,4523.25,4525.75,4522.5,4525.0,19.0,19.0,1.0,4,2,0.55,8.0,0.06,15:55:00,4523.5,2016-05-31 10:05:00-04:00,4525.75,4522.5,2016-05-31 10:10:00-04:00,2016-05-31 10:10:00-04:00,4525.25,4509.25,4557.25,16.0,1,1.75,16.75,fixed_contracts,2016-05-31 12:05:00-04:00,4509.0,stop,-325.0,-330.0,-1.015625,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
240,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",76,impulse_pause_orderflow_continuation,2016-06-01,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-01 11:00:00-04:00,2016-06-01 11:05:00-04:00,2016-06-01 11:05:00-04:00,long,large10,2016-06-01 10:30:00-04:00,2016-06-01 10:45:00-04:00,2016-06-01 10:50:00-04:00,2016-06-01 10:55:00-04:00,19.0,4526.5,4521.25,0.15789473684210525,4526.5,8.0,4524.5,4529.5,4524.5,4528.5,34.0,34.0,1.0,4,2,0.55,8.0,0.06,15:55:00,4526.5,2016-06-01 11:00:00-04:00,4529.5,4524.5,2016-06-01 11:05:00-04:00,2016-06-01 11:05:00-04:00,4528.75,4512.75,4560.75,16.0,1,2.25,13.75,fixed_contracts,2016-06-01 15:55:00-04:00,4517.0,eod_flatten,-235.0,-240.0,-0.734375,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
241,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",77,impulse_pause_orderflow_continuation,2016-06-02,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-02 10:30:00-04:00,2016-06-02 10:35:00-04:00,2016-06-02 10:35:00-04:00,long,large10,2016-06-02 10:00:00-04:00,2016-06-02 10:15:00-04:00,2016-06-02 10:20:00-04:00,2016-06-02 10:25:00-04:00,47.0,4509.0,4504.25,0.02127659574468085,4509.0,7.0,4506.25,4512.25,4505.25,4510.75,86.0,206.0,0.4174757281553398,4,2,0.55,8.0,0.06,15:55:00,4509.0,2016-06-02 10:30:00-04:00,4512.25,4505.25,2016-06-02 10:35:00-04:00,2016-06-02 10:35:00-04:00,4510.75,4494.75,4542.75,16.0,1,17.5,10.25,fixed_contracts,2016-06-02 15:55:00-04:00,4527.0,eod_flatten,325.0,320.0,1.015625,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
242,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",78,impulse_pause_orderflow_continuation,2016-06-03,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-03 10:45:00-04:00,2016-06-03 10:50:00-04:00,2016-06-03 10:50:00-04:00,long,large10,2016-06-03 10:15:00-04:00,2016-06-03 10:30:00-04:00,2016-06-03 10:35:00-04:00,2016-06-03 10:40:00-04:00,26.0,4499.0,4492.25,0.34615384615384615,4499.0,4.0,4497.25,4500.5,4494.0,4500.0,149.0,199.0,0.7487437185929648,4,2,0.55,8.0,0.06,15:55:00,4499.0,2016-06-03 10:45:00-04:00,4500.5,4494.0,2016-06-03 10:50:00-04:00,2016-06-03 10:50:00-04:00,4500.0,4484.25,4531.5,15.75,1,18.0,7.0,fixed_contracts,2016-06-03 15:55:00-04:00,4512.5,eod_flatten,250.0,245.0,0.7936507936507936,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
243,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",79,impulse_pause_orderflow_continuation,2016-06-07,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-07 12:25:00-04:00,2016-06-07 12:30:00-04:00,2016-06-07 12:30:00-04:00,long,large10,2016-06-07 11:55:00-04:00,2016-06-07 12:10:00-04:00,2016-06-07 12:15:00-04:00,2016-06-07 12:20:00-04:00,16.0,4526.5,4524.75,0.3125,4526.5,3.0,4526.0,4528.5,4525.5,4527.25,81.0,143.0,0.5664335664335665,4,2,0.55,8.0,0.06,15:55:00,4526.5,2016-06-07 12:25:00-04:00,4528.5,4525.5,2016-06-07 12:30:00-04:00,2016-06-07 12:30:00-04:00,4527.5,4511.5,4559.5,16.0,1,4.5,15.5,fixed_contracts,2016-06-07 15:55:00-04:00,4511.75,eod_flatten,-315.0,-320.0,-0.984375,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
244,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",80,impulse_pause_orderflow_continuation,2016-06-08,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-08 11:35:00-04:00,2016-06-08 11:40:00-04:00,2016-06-08 11:40:00-04:00,long,large10,2016-06-08 11:05:00-04:00,2016-06-08 11:20:00-04:00,2016-06-08 11:25:00-04:00,2016-06-08 11:30:00-04:00,16.0,4519.75,4511.0,0.375,4519.75,9.0,4519.25,4523.75,4519.0,4522.0,55.0,193.0,0.2849740932642487,4,2,0.55,8.0,0.06,15:55:00,4519.75,2016-06-08 11:35:00-04:00,4523.75,4519.0,2016-06-08 11:40:00-04:00,2016-06-08 11:40:00-04:00,4522.5,4506.5,4554.5,16.0,1,5.25,6.5,fixed_contracts,2016-06-08 15:55:00-04:00,4519.0,eod_flatten,-70.0,-75.0,-0.21875,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
245,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",81,impulse_pause_orderflow_continuation,2016-06-09,short,short_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-09 12:10:00-04:00,2016-06-09 12:15:00-04:00,2016-06-09 12:15:00-04:00,short,large10,2016-06-09 11:40:00-04:00,2016-06-09 11:55:00-04:00,2016-06-09 12:00:00-04:00,2016-06-09 12:05:00-04:00,22.0,4504.75,4501.75,0.0,4501.75,20.0,4502.25,4502.5,4495.25,4496.75,-33.0,177.0,-0.1864406779661017,4,2,0.55,8.0,0.06,15:55:00,4501.75,2016-06-09 12:10:00-04:00,4502.5,4495.25,2016-06-09 12:15:00-04:00,2016-06-09 12:15:00-04:00,4496.75,4512.5,4465.25,15.75,1,3.25,20.25,fixed_contracts,2016-06-09 13:15:00-04:00,4512.75,stop,-320.0,-325.0,-1.0158730158730158,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
246,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",82,impulse_pause_orderflow_continuation,2016-06-13,short,short_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-13 11:50:00-04:00,2016-06-13 11:55:00-04:00,2016-06-13 11:55:00-04:00,short,large10,2016-06-13 11:20:00-04:00,2016-06-13 11:35:00-04:00,2016-06-13 11:40:00-04:00,2016-06-13 11:45:00-04:00,45.0,4442.75,4437.75,0.35555555555555557,4437.75,33.0,4439.75,4440.0,4428.5,4429.5,-24.0,50.0,-0.48,4,2,0.55,8.0,0.06,15:55:00,4437.75,2016-06-13 11:50:00-04:00,4440.0,4428.5,2016-06-13 11:55:00-04:00,2016-06-13 11:55:00-04:00,4429.25,4445.0,4397.75,15.75,1,2.75,16.25,fixed_contracts,2016-06-13 12:55:00-04:00,4445.25,stop,-320.0,-325.0,-1.0158730158730158,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
247,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",83,impulse_pause_orderflow_continuation,2016-06-17,short,short_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-17 11:00:00-04:00,2016-06-17 11:05:00-04:00,2016-06-17 11:05:00-04:00,short,large10,2016-06-17 10:30:00-04:00,2016-06-17 10:45:00-04:00,2016-06-17 10:50:00-04:00,2016-06-17 10:55:00-04:00,8.0,4366.25,4360.75,0.0,4360.75,16.0,4361.25,4362.25,4354.75,4356.75,-69.0,117.0,-0.5897435897435898,4,2,0.55,8.0,0.06,15:55:00,4360.75,2016-06-17 11:00:00-04:00,4362.25,4354.75,2016-06-17 11:05:00-04:00,2016-06-17 11:05:00-04:00,4357.0,4372.25,4326.5,15.25,1,3.5,16.5,fixed_contracts,2016-06-17 13:15:00-04:00,4372.5,stop,-310.0,-315.0,-1.0163934426229508,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
248,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",84,impulse_pause_orderflow_continuation,2016-06-20,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-20 10:00:00-04:00,2016-06-20 10:05:00-04:00,2016-06-20 10:05:00-04:00,long,large10,2016-06-20 09:30:00-04:00,2016-06-20 09:45:00-04:00,2016-06-20 09:50:00-04:00,2016-06-20 09:55:00-04:00,23.0,4424.25,4418.5,0.5217391304347826,4424.25,33.0,4423.5,4433.0,4423.5,4432.5,71.0,207.0,0.34299516908212563,4,2,0.55,8.0,0.06,15:55:00,4424.25,2016-06-20 10:00:00-04:00,4433.0,4423.5,2016-06-20 10:05:00-04:00,2016-06-20 10:05:00-04:00,4432.75,4417.0,4464.25,15.75,1,4.0,16.25,fixed_contracts,2016-06-20 13:25:00-04:00,4416.75,stop,-320.0,-325.0,-1.0158730158730158,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
249,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",85,impulse_pause_orderflow_continuation,2016-06-21,short,short_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-21 10:45:00-04:00,2016-06-21 10:50:00-04:00,2016-06-21 10:50:00-04:00,short,large10,2016-06-21 10:15:00-04:00,2016-06-21 10:30:00-04:00,2016-06-21 10:35:00-04:00,2016-06-21 10:40:00-04:00,13.0,4405.5,4399.75,0.15384615384615385,4399.75,4.0,4404.25,4404.25,4398.25,4398.75,-10.0,10.0,-1.0,4,2,0.55,8.0,0.06,15:55:00,4399.75,2016-06-21 10:45:00-04:00,4404.25,4398.25,2016-06-21 10:50:00-04:00,2016-06-21 10:50:00-04:00,4398.25,4413.75,4367.25,15.5,1,9.25,16.0,fixed_contracts,2016-06-21 15:25:00-04:00,4414.0,stop,-315.0,-320.0,-1.0161290322580645,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
250,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",86,impulse_pause_orderflow_continuation,2016-06-24,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-24 10:00:00-04:00,2016-06-24 10:05:00-04:00,2016-06-24 10:05:00-04:00,long,large10,2016-06-24 09:30:00-04:00,2016-06-24 09:45:00-04:00,2016-06-24 09:50:00-04:00,2016-06-24 09:55:00-04:00,173.0,4352.0,4324.5,0.27167630057803466,4352.0,19.0,4346.25,4362.75,4341.75,4356.75,151.0,369.0,0.4092140921409214,4,2,0.55,8.0,0.06,15:55:00,4352.0,2016-06-24 10:00:00-04:00,4362.75,4341.75,2016-06-24 10:05:00-04:00,2016-06-24 10:05:00-04:00,4357.0,4341.75,4387.5,15.25,1,6.5,16.75,fixed_contracts,2016-06-24 10:15:00-04:00,4341.5,stop,-310.0,-315.0,-1.0163934426229508,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
251,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",87,impulse_pause_orderflow_continuation,2016-06-27,short,short_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-27 10:05:00-04:00,2016-06-27 10:10:00-04:00,2016-06-27 10:10:00-04:00,short,large10,2016-06-27 09:35:00-04:00,2016-06-27 09:50:00-04:00,2016-06-27 09:55:00-04:00,2016-06-27 10:00:00-04:00,78.0,4225.75,4212.75,0.4358974358974359,4212.75,25.0,4214.5,4214.75,4204.0,4206.5,-16.0,134.0,-0.11940298507462686,4,2,0.55,8.0,0.06,15:55:00,4212.75,2016-06-27 10:05:00-04:00,4214.75,4204.0,2016-06-27 10:10:00-04:00,2016-06-27 10:10:00-04:00,4206.5,4221.25,4177.0,14.75,1,32.25,4.5,fixed_contracts,2016-06-27 10:50:00-04:00,4177.25,target,585.0,580.0,1.9830508474576272,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
252,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",88,impulse_pause_orderflow_continuation,2016-06-28,short,short_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-28 11:05:00-04:00,2016-06-28 11:10:00-04:00,2016-06-28 11:10:00-04:00,short,large10,2016-06-28 10:35:00-04:00,2016-06-28 10:50:00-04:00,2016-06-28 10:55:00-04:00,2016-06-28 11:00:00-04:00,11.0,4258.75,4247.25,0.2727272727272727,4247.25,11.0,4248.0,4249.25,4243.5,4244.5,-26.0,76.0,-0.34210526315789475,4,2,0.55,8.0,0.06,15:55:00,4247.25,2016-06-28 11:05:00-04:00,4249.25,4243.5,2016-06-28 11:10:00-04:00,2016-06-28 11:10:00-04:00,4244.0,4259.0,4214.0,15.0,1,8.0,17.0,fixed_contracts,2016-06-28 14:35:00-04:00,4259.25,stop,-305.0,-310.0,-1.0166666666666666,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
253,2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.3536706624440069,"{'entry.params.min_impulse_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.06, 'sl.params.stop_pct': 0.0035, 'tp.params.target_r_multiple': 2.0}",89,impulse_pause_orderflow_continuation,2016-06-29,long,long_large10_late_morning_large10_two_sided_impulse_pause_breakout_1230,impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,completed_impulse_pause_breakout_with_sierra_aggregate_orderflow,2016-06-29 11:10:00-04:00,2016-06-29 11:15:00-04:00,2016-06-29 11:15:00-04:00,long,large10,2016-06-29 10:40:00-04:00,2016-06-29 10:55:00-04:00,2016-06-29 11:00:00-04:00,2016-06-29 11:05:00-04:00,8.0,4334.25,4329.0,0.0,4334.25,7.0,4330.75,4336.5,4330.5,4336.0,15.0,15.0,1.0,4,2,0.55,8.0,0.06,15:55:00,4334.25,2016-06-29 11:10:00-04:00,4336.5,4330.5,2016-06-29 11:15:00-04:00,2016-06-29 11:15:00-04:00,4336.5,4321.25,4367.0,15.25,1,29.0,1.5,fixed_contracts,2016-06-29 15:55:00-04:00,4353.0,eod_flatten,330.0,325.0,1.0819672131147542,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
