trade_id,strategy_name,session_date,direction,level_type,setup_mode,profile_source,tpo_profile_bars,tpo_poc,tpo_vah,tpo_val,tpo_midpoint,opening_range_high,opening_range_low,aoi_anchor,aoi_market_confluence,aoi_low,aoi_high,aoi_width_points,min_probe_ticks,close_location_metric,range_expansion_ratio,poc_range_location,signal_target_price,dynamic_stop_trigger_price,dynamic_stop_offset_points,signal_timestamp,intended_entry_timestamp,signal_flatten_time,rejection_bar_timestamp,confirmation_bar_timestamp,entry_timestamp,entry_reference_price_raw,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,dynamic_stop_price,position_sizing_mode,exit_timestamp,exit_reference_price_raw,exit_price,exit_reason,gross_pnl_before_slippage,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,total_transaction_cost,cost_accounting_error,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation,dynamic_stop_activated,dynamic_stop_activated_at
11,tpo_value_edge_auction_rejection,2011-11-16,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,75,1244.75,1246.5,1243.5,1245.0,1248.25,1240.75,VAH,ORH,1246.5,1248.25,1.75,1.0,0.4,1.0,0.5333333333333333,1243.5,1245.0,1.25,2011-11-16 10:46:00-05:00,2011-11-16 10:46:00-05:00,11:00:00,2011-11-16 10:45:00-05:00,,2011-11-16 10:46:00-05:00,1248.5,1248.5,1248.75,1243.5,0.25,1,0.25,0.25,1247.25,fixed_contracts,2011-11-16 10:46:00-05:00,1248.75,1248.75,stop,-12.5,-12.5,-17.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
12,tpo_value_edge_auction_rejection,2011-12-02,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,33,1253.75,1254.75,1252.5,1253.625,1256.25,1251.5,VAH,ORH,1254.75,1256.25,1.5,1.0,0.3333333333333333,1.1666666666666667,0.42857142857142855,1252.5,1253.625,1.25,2011-12-02 10:04:00-05:00,2011-12-02 10:04:00-05:00,11:00:00,2011-12-02 10:03:00-05:00,,2011-12-02 10:04:00-05:00,1256.25,1256.25,1256.75,1252.5,0.5,1,1.25,0.5,1255.0,fixed_contracts,2011-12-02 10:09:00-05:00,1256.75,1256.75,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
13,tpo_value_edge_auction_rejection,2011-12-29,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,35,1249.75,1251.0,1249.25,1250.125,1251.5,1247.5,VAH,ORH,1251.0,1251.5,0.5,1.0,0.25,1.0625,0.5294117647058824,1249.25,1250.125,1.25,2011-12-29 10:06:00-05:00,2011-12-29 10:06:00-05:00,11:00:00,2011-12-29 10:05:00-05:00,,2011-12-29 10:06:00-05:00,1251.5,1251.5,1252.0,1249.25,0.5,1,1.25,0.5,1250.25,fixed_contracts,2011-12-29 10:07:00-05:00,1252.0,1252.0,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
14,tpo_value_edge_auction_rejection,2012-01-10,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,66,1289.5,1291.0,1288.25,1289.625,1290.5,1287.0,VAH,ORH,1290.5,1291.0,0.5,1.0,0.5,1.0,0.5,1288.25,1289.625,1.25,2012-01-10 10:37:00-05:00,2012-01-10 10:37:00-05:00,11:00:00,2012-01-10 10:36:00-05:00,,2012-01-10 10:37:00-05:00,1290.5,1290.5,1291.5,1288.25,1.0,1,2.0,0.5,,fixed_contracts,2012-01-10 11:00:00-05:00,1289.75,1289.75,eod_flatten,37.5,37.5,32.5,0.75,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
15,tpo_value_edge_auction_rejection,2012-01-11,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,70,1284.25,1285.0,1282.25,1283.625,1286.25,1281.25,VAH,ORH,1285.0,1286.25,1.25,1.0,0.25,1.0454545454545454,0.6086956521739131,1282.25,1283.625,1.25,2012-01-11 10:41:00-05:00,2012-01-11 10:41:00-05:00,11:00:00,2012-01-11 10:40:00-05:00,,2012-01-11 10:41:00-05:00,1286.25,1286.25,1285.0,1282.25,0.5,1,3.0,0.25,1285.0,fixed_contracts,2012-01-11 11:00:00-05:00,1283.5,1283.5,eod_flatten,137.5,137.5,132.5,5.5,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,True,2012-01-11 10:59:00-05:00
16,tpo_value_edge_auction_rejection,2012-01-19,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,75,1307.0,1307.75,1305.75,1306.75,1308.25,1305.25,VAH,ORH,1307.75,1308.25,0.5,1.0,0.25,1.1578947368421053,0.6363636363636364,1305.75,1306.75,1.25,2012-01-19 10:46:00-05:00,2012-01-19 10:46:00-05:00,11:00:00,2012-01-19 10:45:00-05:00,,2012-01-19 10:46:00-05:00,1308.25,1308.25,1308.75,1305.75,0.5,1,0.25,0.5,1307.0,fixed_contracts,2012-01-19 10:46:00-05:00,1308.75,1308.75,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
17,tpo_value_edge_auction_rejection,2012-02-01,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,37,1319.0,1319.5,1317.75,1318.625,1320.75,1316.75,VAH,ORH,1319.5,1320.75,1.25,1.0,0.0,1.125,0.5,1317.75,1318.625,1.25,2012-02-01 10:08:00-05:00,2012-02-01 10:08:00-05:00,11:00:00,2012-02-01 10:07:00-05:00,,2012-02-01 10:08:00-05:00,1320.5,1320.5,1321.25,1317.75,0.75,1,0.0,0.75,1319.25,fixed_contracts,2012-02-01 10:08:00-05:00,1321.25,1321.25,stop,-37.5,-37.5,-42.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
18,tpo_value_edge_auction_rejection,2012-02-16,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,48,1342.0,1344.0,1340.75,1342.375,1343.5,1338.5,VAH,ORH,1343.5,1344.0,0.5,1.0,0.0,1.173913043478261,0.5185185185185185,1340.75,1342.375,1.25,2012-02-16 10:19:00-05:00,2012-02-16 10:19:00-05:00,11:00:00,2012-02-16 10:18:00-05:00,,2012-02-16 10:19:00-05:00,1343.5,1343.5,1344.5,1340.75,1.0,1,0.0,1.0,,fixed_contracts,2012-02-16 10:19:00-05:00,1344.5,1344.5,stop,-50.0,-50.0,-55.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
19,tpo_value_edge_auction_rejection,2012-03-02,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,49,1371.5,1372.0,1369.75,1370.875,1372.5,1369.0,VAH,ORH,1372.0,1372.5,0.5,1.0,0.3333333333333333,1.1428571428571428,0.625,1369.75,1370.875,1.25,2012-03-02 10:20:00-05:00,2012-03-02 10:20:00-05:00,11:00:00,2012-03-02 10:19:00-05:00,,2012-03-02 10:20:00-05:00,1372.5,1372.5,1373.0,1369.75,0.5,1,0.5,0.5,1371.25,fixed_contracts,2012-03-02 10:25:00-05:00,1373.0,1373.0,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
20,tpo_value_edge_auction_rejection,2012-03-20,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,41,1394.75,1396.25,1394.0,1395.125,1396.25,1391.75,VAH,ORH,1396.25,1396.25,0.0,1.0,0.5,1.1666666666666667,0.5714285714285714,1394.0,1395.125,1.25,2012-03-20 10:12:00-04:00,2012-03-20 10:12:00-04:00,11:00:00,2012-03-20 10:11:00-04:00,,2012-03-20 10:12:00-04:00,1396.25,1396.25,1396.75,1394.0,0.5,1,1.75,0.5,,fixed_contracts,2012-03-20 10:35:00-04:00,1396.75,1396.75,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
21,tpo_value_edge_auction_rejection,2012-03-26,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,74,1403.25,1405.25,1401.75,1403.5,1403.75,1401.25,VAH,ORH,1403.75,1405.25,1.5,1.0,0.5,1.0,0.36363636363636365,1401.75,1403.5,1.25,2012-03-26 10:45:00-04:00,2012-03-26 10:45:00-04:00,11:00:00,2012-03-26 10:44:00-04:00,,2012-03-26 10:45:00-04:00,1405.25,1405.25,1405.75,1401.75,0.5,1,0.5,0.5,1404.0,fixed_contracts,2012-03-26 10:49:00-04:00,1405.75,1405.75,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
22,tpo_value_edge_auction_rejection,2012-04-03,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,40,1411.5,1412.75,1410.75,1411.75,1413.25,1409.75,VAH,ORH,1412.75,1413.25,0.5,1.0,0.25,1.1428571428571428,0.4375,1410.75,1411.75,1.25,2012-04-03 10:11:00-04:00,2012-04-03 10:11:00-04:00,11:00:00,2012-04-03 10:10:00-04:00,,2012-04-03 10:11:00-04:00,1412.75,1412.75,1413.75,1410.75,1.0,1,2.0,0.25,,fixed_contracts,2012-04-03 10:15:00-04:00,1410.75,1410.75,target,100.0,100.0,95.0,2.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
23,tpo_value_edge_auction_rejection,2012-04-03,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,67,1411.5,1412.75,1410.75,1411.75,1413.25,1409.75,VAH,ORH,1412.75,1413.25,0.5,1.0,0.0,1.0,0.5263157894736842,1410.75,1411.75,1.25,2012-04-03 10:43:00-04:00,2012-04-03 10:43:00-04:00,11:00:00,2012-04-03 10:42:00-04:00,,2012-04-03 10:43:00-04:00,1412.5,1412.5,1413.75,1410.75,1.25,1,0.25,1.25,,fixed_contracts,2012-04-03 10:45:00-04:00,1413.75,1413.75,stop,-62.5,-62.5,-67.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
24,tpo_value_edge_auction_rejection,2012-04-05,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,73,1392.5,1394.5,1391.75,1393.125,1393.5,1387.5,VAH,ORH,1393.5,1394.5,1.0,1.0,0.0,1.103448275862069,0.625,1391.75,1393.125,1.25,2012-04-05 10:44:00-04:00,2012-04-05 10:44:00-04:00,11:00:00,2012-04-05 10:43:00-04:00,,2012-04-05 10:44:00-04:00,1394.75,1394.75,1395.0,1391.75,0.25,1,0.25,0.25,1393.5,fixed_contracts,2012-04-05 10:44:00-04:00,1395.0,1395.0,stop,-12.5,-12.5,-17.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
25,tpo_value_edge_auction_rejection,2012-04-09,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,88,1376.5,1377.5,1375.25,1376.375,1377.5,1373.25,VAH,ORH,1377.5,1377.5,0.0,1.0,0.3333333333333333,1.0,0.5909090909090909,1375.25,1376.375,1.25,2012-04-09 10:59:00-04:00,2012-04-09 10:59:00-04:00,11:00:00,2012-04-09 10:58:00-04:00,,2012-04-09 10:59:00-04:00,1377.5,1377.5,1378.0,1375.25,0.5,1,0.25,0.25,,fixed_contracts,2012-04-09 11:00:00-04:00,1377.75,1377.75,eod_flatten,-12.5,-12.5,-17.5,-0.5,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
26,tpo_value_edge_auction_rejection,2012-04-11,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,50,1367.5,1368.25,1366.5,1367.375,1369.25,1365.25,VAH,ORH,1368.25,1369.25,1.0,1.0,0.0,1.125,0.5,1366.5,1367.375,1.25,2012-04-11 10:21:00-04:00,2012-04-11 10:21:00-04:00,11:00:00,2012-04-11 10:20:00-04:00,,2012-04-11 10:21:00-04:00,1368.75,1368.75,1369.75,1366.5,1.0,1,0.5,1.0,1367.5,fixed_contracts,2012-04-11 10:30:00-04:00,1369.75,1369.75,stop,-50.0,-50.0,-55.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
27,tpo_value_edge_auction_rejection,2012-04-19,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,67,1378.75,1383.25,1377.75,1380.5,1384.0,1377.5,VAH,ORH,1383.25,1384.0,0.75,1.0,0.25,1.027027027027027,0.4473684210526316,1377.75,1380.5,1.25,2012-04-19 10:38:00-04:00,2012-04-19 10:38:00-04:00,11:00:00,2012-04-19 10:37:00-04:00,,2012-04-19 10:38:00-04:00,1383.25,1383.25,1384.5,1377.75,1.25,1,0.5,1.25,1382.0,fixed_contracts,2012-04-19 10:40:00-04:00,1384.5,1384.5,stop,-62.5,-62.5,-67.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
28,tpo_value_edge_auction_rejection,2012-04-20,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,30,1378.5,1379.5,1377.75,1378.625,1380.25,1376.25,VAH,ORH,1379.5,1380.25,0.75,1.0,0.16666666666666666,1.0666666666666667,0.5625,1377.75,1378.625,1.25,2012-04-20 10:01:00-04:00,2012-04-20 10:01:00-04:00,11:00:00,2012-04-20 10:00:00-04:00,,2012-04-20 10:01:00-04:00,1379.0,1379.0,1380.75,1377.25,1.75,1,1.75,0.0,,fixed_contracts,2012-04-20 10:06:00-04:00,1377.25,1377.25,target,87.5,87.5,82.5,1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
29,tpo_value_edge_auction_rejection,2012-04-20,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,39,1378.75,1379.5,1377.75,1378.625,1380.25,1376.25,VAH,ORH,1379.5,1380.25,0.75,1.0,0.2,1.1333333333333333,0.5882352941176471,1377.75,1378.625,1.25,2012-04-20 10:16:00-04:00,2012-04-20 10:16:00-04:00,11:00:00,2012-04-20 10:15:00-04:00,,2012-04-20 10:16:00-04:00,1379.5,1379.5,1380.75,1377.75,1.25,1,1.0,1.25,,fixed_contracts,2012-04-20 10:28:00-04:00,1380.75,1380.75,stop,-62.5,-62.5,-67.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
30,tpo_value_edge_auction_rejection,2012-04-26,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,51,1385.25,1387.75,1383.5,1385.625,1386.75,1383.0,VAH,ORH,1386.75,1387.75,1.0,1.0,0.3333333333333333,1.1363636363636365,0.36,1383.5,1385.625,1.25,2012-04-26 10:22:00-04:00,2012-04-26 10:22:00-04:00,11:00:00,2012-04-26 10:21:00-04:00,,2012-04-26 10:22:00-04:00,1387.25,1387.25,1386.0,1383.5,1.0,1,1.75,0.5,1386.0,fixed_contracts,2012-04-26 10:31:00-04:00,1386.25,1386.25,stop,50.0,50.0,45.0,1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,True,2012-04-26 10:32:00-04:00
31,tpo_value_edge_auction_rejection,2012-05-15,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,31,1336.25,1338.25,1335.5,1336.875,1339.25,1333.5,VAH,ORH,1338.25,1339.25,1.0,1.0,0.0,1.0952380952380953,0.4782608695652174,1335.5,1336.875,1.25,2012-05-15 10:02:00-04:00,2012-05-15 10:02:00-04:00,11:00:00,2012-05-15 10:01:00-04:00,,2012-05-15 10:02:00-04:00,1338.25,1338.25,1337.0,1335.5,1.5,1,1.5,0.0,1337.0,fixed_contracts,2012-05-15 10:02:00-04:00,1337.0,1337.0,stop,62.5,62.5,57.5,0.8333333333333334,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,True,2012-05-15 10:03:00-04:00
32,tpo_value_edge_auction_rejection,2012-05-24,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,64,1317.25,1318.25,1315.5,1316.875,1321.0,1313.75,VAH,ORH,1318.25,1321.0,2.75,1.0,0.0,1.0689655172413792,0.45161290322580644,1315.5,1316.875,1.25,2012-05-24 10:35:00-04:00,2012-05-24 10:35:00-04:00,11:00:00,2012-05-24 10:34:00-04:00,,2012-05-24 10:35:00-04:00,1321.0,1321.0,1321.5,1315.5,0.5,1,0.0,0.5,1319.75,fixed_contracts,2012-05-24 10:35:00-04:00,1321.5,1321.5,stop,-25.0,-25.0,-30.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
33,tpo_value_edge_auction_rejection,2012-05-29,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,36,1327.5,1328.0,1325.5,1326.75,1329.0,1323.75,VAH,ORH,1328.0,1329.0,1.0,1.0,0.4,1.0952380952380953,0.6521739130434783,1325.5,1326.75,1.25,2012-05-29 10:07:00-04:00,2012-05-29 10:07:00-04:00,11:00:00,2012-05-29 10:06:00-04:00,,2012-05-29 10:07:00-04:00,1328.75,1328.75,1329.5,1325.5,0.75,1,1.25,0.75,1327.5,fixed_contracts,2012-05-29 10:10:00-04:00,1329.5,1329.5,stop,-37.5,-37.5,-42.5,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
34,tpo_value_edge_auction_rejection,2012-06-05,short,tpo_vah_or_rejection,vah_short_rejection,developing_completed_bar_tpo,48,1276.75,1281.25,1273.5,1277.375,1278.75,1271.75,VAH,ORH,1278.75,1281.25,2.5,1.0,0.0,1.0454545454545454,0.43478260869565216,1273.5,1277.375,1.25,2012-06-05 10:19:00-04:00,2012-06-05 10:19:00-04:00,11:00:00,2012-06-05 10:18:00-04:00,,2012-06-05 10:19:00-04:00,1280.75,1280.75,1281.75,1273.5,1.0,1,0.25,1.0,1279.5,fixed_contracts,2012-06-05 10:20:00-04:00,1281.75,1281.75,stop,-50.0,-50.0,-55.0,-1.0,5.0,0.0,5.0,0.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False,,
