session_date,observation_cutoff,observation_date,availability_lag_days,trade_balance,exports,imports,trade_balance_to_trade,export_import_ratio,exports_change_3m,imports_change_3m,balance_change_3m,export_minus_import_growth_3m,trade_balance_to_trade_rank_120m,export_import_ratio_rank_120m,exports_change_3m_rank_120m,imports_change_3m_rank_120m,balance_change_3m_rank_120m,export_minus_import_growth_3m_rank_120m
2011-01-20,2010-11-21,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-21,2010-11-22,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-24,2010-11-25,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-25,2010-11-26,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-26,2010-11-27,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-27,2010-11-28,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-28,2010-11-29,2010-11-01,60,-36974,114639,167024,-0.13127034789801997,0.6863624389309321,0.05822894646961618,0.003394229209595201,6988.0,0.05483471726002098,0.975,0.975,0.8833333333333333,0.2916666666666667,0.9333333333333333,0.9666666666666667
2011-01-31,2010-12-02,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-01,2010-12-03,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-02,2010-12-04,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-03,2010-12-05,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-04,2010-12-06,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-07,2010-12-09,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-08,2010-12-10,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-09,2010-12-11,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-10,2010-12-12,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-11,2010-12-13,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-14,2010-12-16,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-15,2010-12-17,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-17,2010-12-19,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-18,2010-12-20,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-22,2010-12-24,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-23,2010-12-25,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-24,2010-12-26,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-25,2010-12-27,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-02-28,2010-12-30,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-03-01,2010-12-31,2010-12-01,60,-39984,117196,173155,-0.1377091864674136,0.6768271202102163,0.07877538246285831,0.0435110133486003,2703.0,0.03526436911425801,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.6833333333333333,0.8416666666666667,0.8916666666666667
2011-03-02,2011-01-01,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-03,2011-01-02,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-04,2011-01-03,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-07,2011-01-06,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-08,2011-01-07,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-11,2011-01-10,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-16,2011-01-15,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-17,2011-01-16,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-18,2011-01-17,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-21,2011-01-20,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-22,2011-01-21,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-23,2011-01-22,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-24,2011-01-23,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-25,2011-01-24,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-28,2011-01-27,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-29,2011-01-28,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-30,2011-01-29,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-03-31,2011-01-30,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-04-01,2011-01-31,2011-01-01,60,-46290,118562,181172,-0.15443693408155232,0.6544167972975956,0.042908412793357,0.08227647715936182,-7407.0,-0.03936806436600482,0.8416666666666667,0.8166666666666667,0.7083333333333334,0.9666666666666667,0.025,0.09166666666666666
2011-04-04,2011-02-03,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-05,2011-02-04,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-06,2011-02-05,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-07,2011-02-06,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-08,2011-02-07,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-12,2011-02-11,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-13,2011-02-12,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-14,2011-02-13,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-15,2011-02-14,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-18,2011-02-17,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-19,2011-02-18,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-20,2011-02-19,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-25,2011-02-24,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-26,2011-02-25,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-27,2011-02-26,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-28,2011-02-27,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-04-29,2011-02-28,2011-02-01,60,-43148,117018,176720,-0.1468928092381646,0.6621661385242191,0.02075210007065653,0.058051537503592376,-6174.0,-0.037299437432935845,0.9,0.8416666666666667,0.4083333333333333,0.8666666666666667,0.075,0.10833333333333334
2011-05-02,2011-03-03,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-03,2011-03-04,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-04,2011-03-05,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-05,2011-03-06,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-06,2011-03-07,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-09,2011-03-10,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-10,2011-03-11,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-11,2011-03-12,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-12,2011-03-13,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-13,2011-03-14,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-16,2011-03-17,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-17,2011-03-18,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-18,2011-03-19,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-19,2011-03-20,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-20,2011-03-21,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-23,2011-03-24,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-24,2011-03-25,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-25,2011-03-26,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-26,2011-03-27,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-27,2011-03-28,2011-03-01,60,-42403,124039,183794,-0.13774676529157043,0.6748805728152171,0.058389364824738,0.061442060581559765,-2419.0,-0.003052695756821766,0.9583333333333334,0.9166666666666666,0.875,0.8916666666666667,0.35833333333333334,0.4583333333333333
2011-05-31,2011-04-01,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-01,2011-04-02,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-02,2011-04-03,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-03,2011-04-04,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-06,2011-04-07,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-07,2011-04-08,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-08,2011-04-09,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-09,2011-04-10,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
2011-06-10,2011-04-11,2011-04-01,60,-40925,125834,183646,-0.13223794752488044,0.6851986974940919,0.06133499772271045,0.01365553175987455,5365.0,0.0476794659628359,0.9666666666666667,0.9666666666666667,0.8916666666666667,0.35833333333333334,0.9166666666666666,0.95
