session_date,observation_date,equity_pc_ratio,index_pc_ratio,total_pc_ratio,equity_call_volume,equity_put_volume,index_call_volume,index_put_volume,total_call_volume,total_put_volume,equity_pc_change_1d,index_pc_change_1d,total_pc_change_1d,equity_pc_change_5d,index_pc_change_5d,total_pc_change_5d,index_minus_equity_pc,total_minus_equity_pc,equity_pc_ratio_rank_252,index_pc_ratio_rank_252,total_pc_ratio_rank_252,equity_pc_change_1d_rank_252,index_pc_change_1d_rank_252,total_pc_change_1d_rank_252,equity_pc_change_5d_rank_252,index_pc_change_5d_rank_252,total_pc_change_5d_rank_252,index_minus_equity_pc_rank_252,total_minus_equity_pc_rank_252
2011-02-10,2011-02-09,0.52,1.44,0.85,1613773.0,843142.0,863709.0,1240702.0,2515441.0,2139620.0,0.0,0.030000000000000027,0.039999999999999925,0.07,-0.16000000000000014,0.09999999999999998,0.9199999999999999,0.32999999999999996,,,,,,,,,,,
2011-02-11,2011-02-10,0.55,1.19,0.78,1833821.0,1015179.0,871836.0,1035179.0,2685757.0,2105063.0,0.030000000000000027,-0.25,-0.06999999999999995,-0.029999999999999916,-0.26,-0.07999999999999996,0.6399999999999999,0.22999999999999998,,,,,,,,,,,
2011-02-14,2011-02-11,0.51,1.31,0.78,1918427.0,983702.0,949944.0,1241170.0,2915309.0,2277484.0,-0.040000000000000036,0.1200000000000001,0.0,-0.13,0.08000000000000007,-0.08999999999999997,0.8,0.27,,,,,,,,,,,
2011-02-15,2011-02-14,0.51,1.67,0.85,1654462.0,851724.0,676554.0,1132191.0,2358063.0,2007587.0,0.0,0.3599999999999999,0.06999999999999995,0.04999999999999999,0.22999999999999998,0.05999999999999994,1.16,0.33999999999999997,,,,,,,,,,,
2011-02-17,2011-02-16,0.58,1.4,0.91,1812707.0,1045902.0,1184909.0,1661202.0,3038728.0,2774020.0,0.06999999999999995,-0.27,0.06000000000000005,0.05999999999999994,-0.010000000000000009,0.09999999999999998,0.82,0.33000000000000007,,,,,,,,,,,
2011-02-18,2011-02-17,0.5,1.05,0.72,1846313.0,928669.0,1169200.0,1229350.0,3050176.0,2193038.0,-0.07999999999999996,-0.34999999999999987,-0.19000000000000006,-0.020000000000000018,-0.3899999999999999,-0.13,0.55,0.21999999999999997,,,,,,,,,,,
2011-02-22,2011-02-18,0.61,1.43,0.9,1958313.0,1191706.0,1083173.0,1547184.0,3104212.0,2805913.0,0.10999999999999999,0.3799999999999999,0.18000000000000005,0.05999999999999994,0.24,0.12,0.82,0.29000000000000004,,,,,,,,,,,
2011-02-23,2011-02-22,0.68,1.41,0.96,1817321.0,1237376.0,1098766.0,1548668.0,2940603.0,2830499.0,0.07000000000000006,-0.020000000000000018,0.05999999999999994,0.17000000000000004,0.09999999999999987,0.17999999999999994,0.7299999999999999,0.2799999999999999,,,,,,,,,,,
2011-02-24,2011-02-23,0.72,1.25,0.95,1822930.0,1310392.0,1432488.0,1784770.0,3296594.0,3146607.0,0.039999999999999925,-0.15999999999999992,-0.010000000000000009,0.20999999999999996,-0.41999999999999993,0.09999999999999998,0.53,0.22999999999999998,,,,,,,,,,,
2011-02-25,2011-02-24,0.71,1.33,0.98,1400155.0,989406.0,1062309.0,1411307.0,2509037.0,2454371.0,-0.010000000000000009,0.08000000000000007,0.030000000000000027,0.13,-0.06999999999999984,0.06999999999999995,0.6200000000000001,0.27,,,,,,,,,,,
2011-02-28,2011-02-25,0.49,1.33,0.82,1387325.0,683836.0,825533.0,1099337.0,2250540.0,1850647.0,-0.21999999999999997,0.0,-0.16000000000000003,-0.010000000000000009,0.28,0.09999999999999998,0.8400000000000001,0.32999999999999996,,,,,,,,,,,
2011-03-01,2011-02-28,0.53,1.36,0.83,1247689.0,666797.0,686400.0,930167.0,1959816.0,1631427.0,0.040000000000000036,0.030000000000000027,0.010000000000000009,-0.07999999999999996,-0.06999999999999984,-0.07000000000000006,0.8300000000000001,0.29999999999999993,,,,,,,,,,,
2011-03-02,2011-03-01,0.64,1.4,0.93,1335116.0,857859.0,841656.0,1178069.0,2228609.0,2078514.0,0.10999999999999999,0.039999999999999813,0.10000000000000009,-0.040000000000000036,-0.010000000000000009,-0.029999999999999916,0.7599999999999999,0.29000000000000004,,,,,,,,,,,
2011-03-03,2011-03-02,0.55,1.08,0.79,1202768.0,666213.0,964538.0,1044348.0,2194861.0,1739624.0,-0.08999999999999997,-0.31999999999999984,-0.14,-0.16999999999999993,-0.16999999999999993,-0.15999999999999992,0.53,0.24,,,,,,,,,,,
2011-03-04,2011-03-03,0.55,1.3,0.85,1318148.0,719369.0,914017.0,1185943.0,2274518.0,1944368.0,0.0,0.21999999999999997,0.05999999999999994,-0.15999999999999992,-0.030000000000000027,-0.13,0.75,0.29999999999999993,,,,,,,,,,,
2011-03-07,2011-03-04,0.57,1.05,0.79,1416865.0,802282.0,1162410.0,1221087.0,2609972.0,2061385.0,0.019999999999999907,-0.25,-0.05999999999999994,0.07999999999999996,-0.28,-0.029999999999999916,0.4800000000000001,0.22000000000000008,,,,,,,,,,,
2011-03-08,2011-03-07,0.64,1.22,0.91,1276233.0,815715.0,963513.0,1178521.0,2265691.0,2051849.0,0.07000000000000006,0.16999999999999993,0.12,0.10999999999999999,-0.14000000000000012,0.08000000000000007,0.58,0.27,,,,,,,,,,,
2011-03-11,2011-03-10,0.73,1.34,1.03,1424462.0,1035358.0,1444137.0,1942106.0,2918823.0,3017604.0,0.08999999999999997,0.1200000000000001,0.12,0.08999999999999997,-0.05999999999999983,0.09999999999999998,0.6100000000000001,0.30000000000000004,,,,,,,,,,,
2011-03-16,2011-03-15,0.71,1.3,1.06,1629510.0,1158065.0,2165790.0,2825988.0,3822948.0,4048008.0,-0.020000000000000018,-0.040000000000000036,0.030000000000000027,0.15999999999999992,0.21999999999999997,0.27,0.5900000000000001,0.3500000000000001,,,,,,,,,,,
2011-03-17,2011-03-16,0.79,1.47,1.18,1645815.0,1296965.0,2049571.0,3021209.0,3703915.0,4378326.0,0.08000000000000007,0.16999999999999993,0.11999999999999988,0.24,0.16999999999999993,0.32999999999999996,0.6799999999999999,0.3899999999999999,,,,,,,,,,,
2011-03-18,2011-03-17,0.71,1.31,1.04,1283074.0,916231.0,1554162.0,2042714.0,2877197.0,3005208.0,-0.08000000000000007,-0.15999999999999992,-0.1399999999999999,0.14,0.26,0.25,0.6000000000000001,0.33000000000000007,,,,,,,,,,,
2011-03-21,2011-03-18,0.67,1.43,0.97,1742494.0,1163581.0,1212459.0,1730756.0,2990978.0,2893320.0,-0.039999999999999925,0.11999999999999988,-0.07000000000000006,0.030000000000000027,0.20999999999999996,0.05999999999999994,0.7599999999999999,0.29999999999999993,,,,,,,,,,,
2011-03-22,2011-03-21,0.49,1.21,0.74,1717392.0,839086.0,940255.0,1133602.0,2694554.0,1989449.0,-0.18000000000000005,-0.21999999999999997,-0.22999999999999998,-0.24,-0.13000000000000012,-0.29000000000000004,0.72,0.25,,,,,,,,,,,
2011-03-23,2011-03-22,0.55,1.01,0.76,1218554.0,666502.0,958962.0,969949.0,2185785.0,1658913.0,0.06000000000000005,-0.19999999999999996,0.020000000000000018,-0.15999999999999992,-0.29000000000000004,-0.30000000000000004,0.45999999999999996,0.20999999999999996,,,,,,,,,,,
2011-03-24,2011-03-23,0.59,1.18,0.84,1243053.0,728245.0,838420.0,991745.0,2101198.0,1773856.0,0.039999999999999925,0.16999999999999993,0.07999999999999996,-0.20000000000000007,-0.29000000000000004,-0.33999999999999997,0.59,0.25,,,,,,,,,,,
2011-03-25,2011-03-24,0.55,1.43,0.86,1506152.0,830078.0,809448.0,1157938.0,2355659.0,2025902.0,-0.039999999999999925,0.25,0.020000000000000018,-0.15999999999999992,0.11999999999999988,-0.18000000000000005,0.8799999999999999,0.30999999999999994,,,,,,,,,,,
2011-03-28,2011-03-25,0.53,1.11,0.82,1368197.0,726168.0,1224249.0,1358885.0,2599380.0,2124014.0,-0.020000000000000018,-0.31999999999999984,-0.040000000000000036,-0.14,-0.31999999999999984,-0.15000000000000002,0.5800000000000001,0.2899999999999999,,,,,,,,,,,
2011-03-29,2011-03-28,0.56,1.21,0.83,1030144.0,573303.0,621293.0,754425.0,1679475.0,1389805.0,0.030000000000000027,0.09999999999999987,0.010000000000000009,0.07000000000000006,0.0,0.08999999999999997,0.6499999999999999,0.2699999999999999,,,,,,,,,,,
2011-03-30,2011-03-29,0.52,1.1,0.74,1126947.0,590117.0,620551.0,683325.0,1777502.0,1314314.0,-0.040000000000000036,-0.10999999999999988,-0.08999999999999997,-0.030000000000000027,0.09000000000000008,-0.020000000000000018,0.5800000000000001,0.21999999999999997,,,,,,,,,,,
2011-03-31,2011-03-30,0.54,1.03,0.76,1335217.0,719441.0,968814.0,993806.0,2342260.0,1769766.0,0.020000000000000018,-0.07000000000000006,0.020000000000000018,-0.04999999999999993,-0.1499999999999999,-0.07999999999999996,0.49,0.21999999999999997,,,,,,,,,,,
2011-04-01,2011-03-31,0.56,1.38,0.86,1185880.0,666189.0,687577.0,948975.0,1896724.0,1633466.0,0.020000000000000018,0.34999999999999987,0.09999999999999998,0.010000000000000009,-0.050000000000000044,0.0,0.8199999999999998,0.29999999999999993,,,,,,,,,,,
2011-04-04,2011-04-01,0.51,1.44,0.9,1393132.0,715155.0,922696.0,1326642.0,2342142.0,2103664.0,-0.050000000000000044,0.06000000000000005,0.040000000000000036,-0.020000000000000018,0.32999999999999985,0.08000000000000007,0.9299999999999999,0.39,,,,,,,,,,,
2011-04-05,2011-04-04,0.59,1.94,1.04,1102876.0,656085.0,543027.0,1051936.0,1656373.0,1718662.0,0.07999999999999996,0.5,0.14,0.029999999999999916,0.73,0.21000000000000008,1.35,0.45000000000000007,0.7083333333333334,0.9833333333333333,0.9416666666666667,,,,,,,0.9666666666666667,1.0
2011-04-06,2011-04-05,0.56,1.21,0.81,1290943.0,728319.0,750036.0,906250.0,2063912.0,1674042.0,-0.029999999999999916,-0.73,-0.22999999999999998,0.040000000000000036,0.10999999999999988,0.07000000000000006,0.6499999999999999,0.25,0.5983606557377049,0.22950819672131148,0.39344262295081966,0.36666666666666664,0.016666666666666666,0.041666666666666664,,,,0.30327868852459017,0.3442622950819672
2011-04-07,2011-04-06,0.55,0.96,0.68,1463009.0,802878.0,751576.0,718667.0,2245036.0,1536818.0,-0.010000000000000009,-0.25,-0.13,0.010000000000000009,-0.07000000000000006,-0.07999999999999996,0.4099999999999999,0.13,0.5080645161290323,0.016129032258064516,0.04838709677419355,0.4426229508196721,0.19672131147540983,0.14754098360655737,,,,0.016129032258064516,0.016129032258064516
2011-04-08,2011-04-07,0.53,1.46,0.88,1309691.0,694187.0,776201.0,1135496.0,2099698.0,1852606.0,-0.020000000000000018,0.5,0.19999999999999996,-0.030000000000000027,0.08000000000000007,0.020000000000000018,0.9299999999999999,0.35,0.3888888888888889,0.8412698412698413,0.6666666666666666,0.3870967741935484,0.9758064516129032,0.9838709677419355,,,,0.8174603174603174,0.8492063492063492
2011-04-12,2011-04-11,0.62,1.45,0.96,1174919.0,726657.0,734186.0,1066564.0,1939962.0,1868038.0,0.08999999999999997,-0.010000000000000009,0.07999999999999996,0.10999999999999999,0.010000000000000009,0.05999999999999994,0.83,0.33999999999999997,0.765625,0.8203125,0.8203125,0.8888888888888888,0.46825396825396826,0.7301587301587301,,,,0.640625,0.8203125
2011-04-13,2011-04-12,0.58,1.84,1.1,1449671.0,847799.0,1046547.0,1920472.0,2500332.0,2741612.0,-0.040000000000000036,0.3900000000000001,0.14000000000000012,-0.010000000000000009,-0.09999999999999987,0.06000000000000005,1.2600000000000002,0.5200000000000001,0.6692307692307692,0.9538461538461539,0.9846153846153847,0.25,0.9375,0.921875,0.45,0.3333333333333333,0.5666666666666667,0.9538461538461539,1.0
2011-04-14,2011-04-13,0.65,1.02,0.87,1231881.0,804104.0,1121490.0,1149490.0,2365387.0,2058078.0,0.07000000000000006,-0.8200000000000001,-0.2300000000000001,0.08999999999999997,-0.18999999999999995,0.05999999999999994,0.37,0.21999999999999997,0.8409090909090909,0.045454545454545456,0.6212121212121212,0.8153846153846154,0.015384615384615385,0.03076923076923077,0.7622950819672131,0.21311475409836064,0.5327868852459017,0.015151515151515152,0.14393939393939395
2011-04-15,2011-04-14,0.69,1.26,0.97,1354442.0,938073.0,1174092.0,1477963.0,2552306.0,2484992.0,0.039999999999999925,0.24,0.09999999999999998,0.1399999999999999,0.30000000000000004,0.2899999999999999,0.5700000000000001,0.28,0.8955223880597015,0.3582089552238806,0.835820895522388,0.6363636363636364,0.8181818181818182,0.7727272727272727,0.8709677419354839,0.8870967741935484,0.9838709677419355,0.13432835820895522,0.48507462686567165
2011-04-18,2011-04-15,0.63,1.34,0.93,1636189.0,1031676.0,1142664.0,1531197.0,2841797.0,2645342.0,-0.05999999999999994,0.08000000000000007,-0.039999999999999925,0.09999999999999998,-0.11999999999999988,0.050000000000000044,0.7100000000000001,0.30000000000000004,0.7573529411764706,0.49264705882352944,0.7573529411764706,0.1791044776119403,0.6044776119402985,0.3582089552238806,0.7777777777777778,0.31746031746031744,0.49206349206349204,0.4264705882352941,0.6691176470588235
2011-04-19,2011-04-18,0.6,1.17,0.85,1356782.0,819082.0,1032427.0,1203343.0,2434208.0,2070786.0,-0.030000000000000027,-0.17000000000000015,-0.08000000000000007,-0.020000000000000018,-0.28,-0.10999999999999999,0.57,0.25,0.6956521739130435,0.18115942028985507,0.5144927536231884,0.34558823529411764,0.2647058823529412,0.23529411764705882,0.390625,0.171875,0.25,0.13043478260869565,0.34057971014492755
2011-04-20,2011-04-19,0.64,1.28,0.89,1269775.0,808942.0,801529.0,1022928.0,2104079.0,1879352.0,0.040000000000000036,0.1100000000000001,0.040000000000000036,0.06000000000000005,-0.56,-0.21000000000000008,0.64,0.25,0.7928571428571428,0.37142857142857144,0.6428571428571429,0.6956521739130435,0.6521739130434783,0.6014492753623188,0.676923076923077,0.046153846153846156,0.07692307692307693,0.3142857142857143,0.34285714285714286
2011-04-25,2011-04-21,0.62,1.36,0.92,1383910.0,855488.0,912120.0,1239190.0,2341004.0,2142178.0,-0.020000000000000018,0.08000000000000007,0.030000000000000027,-0.030000000000000027,0.3400000000000001,0.050000000000000044,0.7400000000000001,0.30000000000000004,0.7253521126760564,0.5774647887323944,0.7394366197183099,0.39285714285714285,0.6,0.5571428571428572,0.3333333333333333,0.9090909090909091,0.5075757575757576,0.49295774647887325,0.676056338028169
2011-04-26,2011-04-25,0.57,1.05,0.74,1046726.0,596273.0,535213.0,559655.0,1603872.0,1187224.0,-0.050000000000000044,-0.31000000000000005,-0.18000000000000005,-0.12,-0.20999999999999996,-0.22999999999999998,0.4800000000000001,0.17000000000000004,0.5763888888888888,0.09722222222222222,0.14583333333333334,0.19718309859154928,0.14084507042253522,0.09859154929577464,0.208955223880597,0.22388059701492538,0.07462686567164178,0.0625,0.027777777777777776
2011-04-27,2011-04-26,0.57,1.25,0.86,1239201.0,700557.0,892194.0,1112716.0,2218030.0,1903053.0,0.0,0.19999999999999996,0.12,-0.06000000000000005,-0.09000000000000008,-0.07000000000000006,0.68,0.29000000000000004,0.5753424657534246,0.3424657534246575,0.5547945205479452,0.5069444444444444,0.7916666666666666,0.875,0.27205882352941174,0.38235294117647056,0.35294117647058826,0.3904109589041096,0.547945205479452
2011-04-28,2011-04-27,0.59,1.28,0.87,1305153.0,767331.0,860541.0,1098046.0,2221559.0,1939714.0,0.020000000000000018,0.030000000000000027,0.010000000000000009,-0.010000000000000009,0.1100000000000001,0.020000000000000018,0.6900000000000001,0.28,0.6621621621621622,0.38513513513513514,0.6013513513513513,0.5616438356164384,0.5205479452054794,0.4589041095890411,0.45652173913043476,0.6811594202898551,0.4855072463768116,0.41216216216216217,0.4864864864864865
2011-04-29,2011-04-28,0.54,1.14,0.82,1346839.0,731671.0,1128613.0,1288072.0,2510310.0,2068666.0,-0.04999999999999993,-0.14000000000000012,-0.050000000000000044,-0.09999999999999998,-0.14000000000000012,-0.07000000000000006,0.5999999999999999,0.2799999999999999,0.37333333333333335,0.17333333333333334,0.3933333333333333,0.21621621621621623,0.3108108108108108,0.32432432432432434,0.24285714285714285,0.29285714285714287,0.35,0.24,0.46
2011-05-02,2011-04-29,0.59,1.36,0.92,1251355.0,735029.0,961899.0,1308135.0,2291178.0,2102233.0,0.04999999999999993,0.2200000000000002,0.10000000000000009,-0.030000000000000027,0.0,0.0,0.7700000000000001,0.33000000000000007,0.6644736842105263,0.5986842105263158,0.75,0.7333333333333333,0.8266666666666667,0.8066666666666666,0.3591549295774648,0.5422535211267606,0.45774647887323944,0.5657894736842105,0.8026315789473685
2011-05-03,2011-05-02,0.5,1.38,0.83,1243294.0,620297.0,794742.0,1098268.0,2058930.0,1703154.0,-0.08999999999999997,0.019999999999999796,-0.09000000000000008,-0.06999999999999995,0.32999999999999985,0.08999999999999997,0.8799999999999999,0.32999999999999996,0.17532467532467533,0.6428571428571429,0.43506493506493504,0.1118421052631579,0.5,0.19736842105263158,0.2638888888888889,0.8958333333333334,0.7083333333333334,0.7597402597402597,0.7532467532467533
2011-05-04,2011-05-03,0.61,1.3,0.89,1466498.0,901250.0,928522.0,1211678.0,2422149.0,2145306.0,0.10999999999999999,-0.07999999999999985,0.06000000000000005,0.040000000000000036,0.050000000000000044,0.030000000000000027,0.6900000000000001,0.28,0.717948717948718,0.4230769230769231,0.6474358974358975,0.935064935064935,0.35064935064935066,0.6818181818181818,0.636986301369863,0.6027397260273972,0.5068493150684932,0.41025641025641024,0.4807692307692308
2011-05-05,2011-05-04,0.72,1.43,1.01,1343469.0,971595.0,910627.0,1299821.0,2283051.0,2308253.0,0.10999999999999999,0.1299999999999999,0.12,0.13,0.1499999999999999,0.14,0.71,0.29000000000000004,0.9683544303797469,0.7531645569620253,0.9113924050632911,0.9294871794871795,0.717948717948718,0.8782051282051282,0.8716216216216216,0.7027027027027027,0.8513513513513513,0.44936708860759494,0.5506329113924051
2011-05-06,2011-05-05,0.65,1.46,1.06,1257282.0,812406.0,1237308.0,1811820.0,2539713.0,2691810.0,-0.06999999999999995,0.030000000000000027,0.050000000000000044,0.10999999999999999,0.32000000000000006,0.2400000000000001,0.8099999999999999,0.41000000000000003,0.8375,0.85625,0.96875,0.16455696202531644,0.5253164556962026,0.6265822784810127,0.8333333333333334,0.88,0.92,0.6,0.9625
2011-05-09,2011-05-06,0.62,1.29,0.97,1120193.0,695537.0,1144867.0,1480418.0,2301163.0,2225311.0,-0.030000000000000027,-0.16999999999999993,-0.09000000000000008,0.030000000000000027,-0.07000000000000006,0.04999999999999993,0.67,0.35,0.7283950617283951,0.3888888888888889,0.8333333333333334,0.35,0.25,0.19375,0.5789473684210527,0.3881578947368421,0.5131578947368421,0.345679012345679,0.8518518518518519
2011-05-10,2011-05-09,0.63,0.97,0.79,891594.0,559235.0,706761.0,683799.0,1624504.0,1279799.0,0.010000000000000009,-0.32000000000000006,-0.17999999999999994,0.13,-0.4099999999999999,-0.039999999999999925,0.33999999999999997,0.16000000000000003,0.7560975609756098,0.024390243902439025,0.2682926829268293,0.5308641975308642,0.09876543209876543,0.09876543209876543,0.8701298701298701,0.07792207792207792,0.35064935064935066,0.012195121951219513,0.024390243902439025
2011-05-11,2011-05-10,0.58,1.05,0.8,1019632.0,590135.0,819159.0,856045.0,1844442.0,1467471.0,-0.050000000000000044,0.08000000000000007,0.010000000000000009,-0.030000000000000027,-0.25,-0.08999999999999997,0.4700000000000001,0.22000000000000008,0.5783132530120482,0.10240963855421686,0.3072289156626506,0.20121951219512196,0.6158536585365854,0.4634146341463415,0.34615384615384615,0.20512820512820512,0.25,0.060240963855421686,0.18674698795180722
2011-05-12,2011-05-11,0.67,1.31,0.95,1159917.0,774163.0,884177.0,1158594.0,2068086.0,1973656.0,0.09000000000000008,0.26,0.1499999999999999,-0.04999999999999993,-0.11999999999999988,-0.06000000000000005,0.64,0.2799999999999999,0.8690476190476191,0.4642857142857143,0.7797619047619048,0.9036144578313253,0.8795180722891566,0.9397590361445783,0.2974683544303797,0.33544303797468356,0.35443037974683544,0.31547619047619047,0.44047619047619047
2011-05-13,2011-05-12,0.67,1.03,0.86,1199680.0,801786.0,1032624.0,1068223.0,2225101.0,1913775.0,0.0,-0.28,-0.08999999999999997,0.020000000000000018,-0.42999999999999994,-0.20000000000000007,0.36,0.18999999999999995,0.8647058823529412,0.06470588235294118,0.5294117647058824,0.5,0.14285714285714285,0.2261904761904762,0.5375,0.05625,0.1,0.023529411764705882,0.047058823529411764
