session_date,observation_date,skew_close,skew_change_1d,skew_change_5d,skew_5d_mean,skew_close_rank_252,skew_change_1d_rank_252,skew_change_5d_rank_252,skew_5d_mean_rank_252
2011-05-06,2011-05-05,124.89,-0.4000000000000057,-0.09999999999999432,125.854,0.425,0.4177215189873418,0.49333333333333335,0.46153846153846156
2011-05-09,2011-05-06,124.61,-0.28000000000000114,-2.8400000000000034,125.28600000000002,0.3950617283950617,0.4625,0.3026315789473684,0.4177215189873418
2011-05-10,2011-05-09,124.67,0.060000000000002274,0.519999999999996,125.39000000000001,0.4146341463414634,0.5185185185185185,0.5714285714285714,0.4375
2011-05-11,2011-05-10,126.23,1.5600000000000023,-1.259999999999991,125.13799999999999,0.5542168674698795,0.7560975609756098,0.4230769230769231,0.4074074074074074
2011-05-12,2011-05-11,121.79,-4.439999999999998,-3.5,124.43800000000002,0.13095238095238096,0.04819277108433735,0.189873417721519,0.35365853658536583
2011-05-13,2011-05-12,122.59,0.7999999999999972,-2.299999999999997,123.97800000000002,0.23529411764705882,0.6547619047619048,0.35,0.2891566265060241
2011-05-16,2011-05-13,121.9,-0.6899999999999977,-2.7099999999999937,123.436,0.1511627906976744,0.35294117647058826,0.30864197530864196,0.25
2011-05-17,2011-05-16,123.58,1.6799999999999926,-1.0900000000000034,123.218,0.3448275862068966,0.7674418604651163,0.4634146341463415,0.21176470588235294
2011-05-18,2011-05-17,121.14,-2.4399999999999977,-5.090000000000003,122.2,0.07954545454545454,0.16091954022988506,0.14457831325301204,0.13953488372093023
2011-05-19,2011-05-18,125.82,4.679999999999993,4.029999999999987,123.006,0.5280898876404494,0.9659090909090909,0.8095238095238095,0.20689655172413793
2011-05-20,2011-05-19,127.16,1.3400000000000034,4.569999999999993,123.92,0.6333333333333333,0.7191011235955056,0.8352941176470589,0.3181818181818182
2011-05-23,2011-05-20,129.15,1.990000000000009,7.25,125.37,0.7912087912087912,0.7777777777777778,0.9534883720930233,0.48314606741573035
2011-05-24,2011-05-23,124.78,-4.3700000000000045,1.2000000000000028,125.60999999999999,0.44565217391304346,0.054945054945054944,0.632183908045977,0.5
2011-05-25,2011-05-24,123.13,-1.6500000000000057,1.9899999999999949,126.008,0.2903225806451613,0.2391304347826087,0.6818181818181818,0.5714285714285714
2011-05-26,2011-05-25,122.89,-0.23999999999999488,-2.9299999999999926,125.422,0.2553191489361702,0.46236559139784944,0.25842696629213485,0.4891304347826087
2011-05-27,2011-05-26,125.43,2.5400000000000063,-1.7299999999999898,125.076,0.5157894736842106,0.8404255319148937,0.37777777777777777,0.43010752688172044
2011-05-31,2011-05-27,123.58,-1.8500000000000085,-5.570000000000007,123.96199999999999,0.3489583333333333,0.22105263157894736,0.10989010989010989,0.30851063829787234
2011-06-01,2011-05-31,123.91,0.3299999999999983,-0.8700000000000045,123.78800000000001,0.36082474226804123,0.59375,0.4891304347826087,0.29473684210526313
2011-06-02,2011-06-01,119.33,-4.579999999999998,-3.799999999999997,123.02799999999999,0.02040816326530612,0.041237113402061855,0.1827956989247312,0.19791666666666666
2011-06-03,2011-06-02,119.2,-0.12999999999999545,-3.6899999999999977,122.29,0.010101010101010102,0.46938775510204084,0.19148936170212766,0.14432989690721648
2011-06-06,2011-06-03,116.8,-2.4000000000000057,-8.63000000000001,120.564,0.01,0.1717171717171717,0.010526315789473684,0.01020408163265306
2011-06-07,2011-06-06,116.02,-0.7800000000000011,-7.560000000000002,119.05199999999999,0.009900990099009901,0.355,0.020833333333333332,0.010101010101010102
2011-06-08,2011-06-07,116.07,0.04999999999999716,-7.840000000000003,117.48400000000001,0.0196078431372549,0.5247524752475248,0.020618556701030927,0.01
2011-06-09,2011-06-08,118.76,2.690000000000012,-0.5699999999999932,117.37,0.038834951456310676,0.8823529411764706,0.5306122448979592,0.009900990099009901
2011-06-10,2011-06-09,117.27,-1.490000000000009,-1.9300000000000068,116.984,0.038461538461538464,0.2524271844660194,0.3939393939393939,0.00980392156862745
2011-06-13,2011-06-10,122.65,5.38000000000001,5.8500000000000085,118.154,0.2857142857142857,0.9807692307692307,0.89,0.038834951456310676
2011-06-14,2011-06-13,120.99,-1.6600000000000108,4.969999999999999,119.148,0.12264150943396226,0.23333333333333334,0.8514851485148515,0.057692307692307696
2011-06-15,2011-06-14,125.3,4.310000000000002,9.230000000000004,120.994,0.5607476635514018,0.9433962264150944,0.9901960784313726,0.0761904761904762
2011-06-16,2011-06-15,124.32,-0.980000000000004,5.559999999999988,122.106,0.4351851851851852,0.32710280373831774,0.8640776699029126,0.1792452830188679
2011-06-17,2011-06-16,122.35,-1.9699999999999989,5.079999999999998,123.122,0.24770642201834864,0.2037037037037037,0.8365384615384616,0.2803738317757009
2011-06-20,2011-06-17,120.06,-2.289999999999992,-2.5900000000000034,122.604,0.09090909090909091,0.1743119266055046,0.3333333333333333,0.25925925925925924
2011-06-21,2011-06-20,117.44,-2.6200000000000045,-3.549999999999997,121.894,0.04504504504504504,0.14545454545454545,0.20754716981132076,0.1559633027522936
2011-06-22,2011-06-21,116.52,-0.9200000000000017,-8.780000000000001,120.138,0.026785714285714284,0.36036036036036034,0.009345794392523364,0.06363636363636363
2011-06-23,2011-06-22,114.74,-1.7800000000000011,-9.579999999999998,118.22199999999998,0.008849557522123894,0.24107142857142858,0.009259259259259259,0.04504504504504504
2011-06-24,2011-06-23,116.79,2.0500000000000114,-5.559999999999988,117.10999999999999,0.043859649122807015,0.7876106194690266,0.14678899082568808,0.017857142857142856
2011-06-27,2011-06-24,115.92,-0.8700000000000045,-4.140000000000001,116.282,0.017391304347826087,0.37719298245614036,0.20909090909090908,0.008849557522123894
2011-06-28,2011-06-27,119.46,3.539999999999992,2.019999999999996,116.68599999999999,0.1206896551724138,0.9217391304347826,0.7072072072072072,0.017543859649122806
2011-06-29,2011-06-28,122.15,2.690000000000012,5.63000000000001,117.81200000000001,0.28205128205128205,0.8663793103448276,0.875,0.06086956521739131
2011-06-30,2011-06-29,128.73,6.579999999999984,13.989999999999995,120.60999999999999,0.8135593220338984,0.9914529914529915,1.0,0.1206896551724138
2011-07-01,2011-06-30,122.09,-6.639999999999986,5.299999999999997,121.67,0.2773109243697479,0.025423728813559324,0.8333333333333334,0.19658119658119658
2011-07-05,2011-07-01,119.63,-2.460000000000008,3.7099999999999937,122.412,0.125,0.15126050420168066,0.7304347826086957,0.288135593220339
2011-07-06,2011-07-05,121.78,2.1500000000000057,2.3200000000000074,122.876,0.23140495867768596,0.7916666666666666,0.7068965517241379,0.3277310924369748
2011-07-07,2011-07-06,121.51,-0.269999999999996,-0.6400000000000006,122.748,0.22950819672131148,0.4793388429752066,0.5042735042735043,0.325
2011-07-08,2011-07-07,121.86,0.3499999999999943,-6.86999999999999,121.374,0.2601626016260163,0.6147540983606558,0.059322033898305086,0.1487603305785124
2011-07-11,2011-07-08,119.68,-2.1799999999999926,-2.4099999999999966,120.89200000000001,0.12903225806451613,0.2032520325203252,0.36134453781512604,0.12295081967213115
2011-07-12,2011-07-11,123.08,3.3999999999999915,3.450000000000003,121.582,0.416,0.9112903225806451,0.7333333333333333,0.17886178861788618
2011-07-13,2011-07-12,119.21,-3.8700000000000045,-2.5700000000000074,121.06800000000001,0.09523809523809523,0.072,0.34710743801652894,0.13709677419354838
2011-07-14,2011-07-13,124.79,5.5800000000000125,3.280000000000001,121.724,0.5748031496062992,0.9841269841269841,0.7254098360655737,0.224
2011-07-15,2011-07-14,126.63,1.8399999999999892,4.769999999999996,122.678,0.6953125,0.7401574803149606,0.8211382113821138,0.3492063492063492
2011-07-18,2011-07-15,129.24,2.6100000000000136,9.560000000000002,124.59,0.8565891472868217,0.8359375,0.9838709677419355,0.5511811023622047
2011-07-19,2011-07-18,123.92,-5.320000000000007,0.8400000000000034,124.758,0.47692307692307695,0.031007751937984496,0.584,0.5625
2011-07-20,2011-07-19,126.12,2.200000000000003,6.910000000000011,126.13999999999999,0.6641221374045801,0.7846153846153846,0.9126984126984127,0.7054263565891473
2011-07-21,2011-07-20,122.97,-3.1500000000000057,-1.8200000000000074,125.776,0.3939393939393939,0.12213740458015267,0.3937007874015748,0.6461538461538462
2011-07-22,2011-07-21,122.42,-0.5499999999999972,-4.209999999999994,124.93400000000001,0.3308270676691729,0.42424242424242425,0.1875,0.5648854961832062
2011-07-25,2011-07-22,121.59,-0.8299999999999983,-7.650000000000006,123.404,0.23134328358208955,0.37593984962406013,0.03875968992248062,0.4166666666666667
2011-07-26,2011-07-25,119.45,-2.1400000000000006,-4.469999999999999,122.50999999999999,0.1111111111111111,0.21641791044776118,0.16923076923076924,0.3157894736842105
2011-07-27,2011-07-26,120.12,0.6700000000000017,-6.0,121.30999999999999,0.15441176470588236,0.6444444444444445,0.09923664122137404,0.14925373134328357
2011-07-28,2011-07-27,119.44,-0.6800000000000068,-3.530000000000001,120.604,0.10948905109489052,0.40441176470588236,0.24242424242424243,0.1037037037037037
2011-08-01,2011-07-29,120.65,1.210000000000008,-1.769999999999996,120.25,0.16666666666666666,0.6788321167883211,0.42105263157894735,0.09558823529411764
2011-08-02,2011-08-01,118.64,-2.010000000000005,-2.950000000000003,119.66,0.07194244604316546,0.2246376811594203,0.29850746268656714,0.08759124087591241
2011-08-03,2011-08-02,116.08,-2.5600000000000023,-3.3700000000000045,118.98599999999999,0.03571428571428571,0.1510791366906475,0.2740740740740741,0.07246376811594203
2011-08-04,2011-08-03,117.27,1.1899999999999977,-2.8500000000000085,118.41599999999998,0.0673758865248227,0.6785714285714286,0.33088235294117646,0.07194244604316546
2011-08-05,2011-08-04,113.17,-4.099999999999994,-6.269999999999996,117.16199999999999,0.007042253521126761,0.06382978723404255,0.08029197080291971,0.03571428571428571
2011-08-08,2011-08-05,119.36,6.189999999999998,-1.2900000000000063,116.904,0.13286713286713286,0.9859154929577465,0.4782608695652174,0.02127659574468085
2011-08-09,2011-08-08,121.06,1.7000000000000028,2.4200000000000017,117.388,0.2361111111111111,0.7412587412587412,0.7194244604316546,0.056338028169014086
2011-08-10,2011-08-09,124.51,3.450000000000003,8.430000000000007,119.074,0.5448275862068965,0.9097222222222222,0.9714285714285714,0.11188811188811189
2011-08-11,2011-08-10,118.65,-5.859999999999999,1.3800000000000097,119.35,0.0958904109589041,0.027586206896551724,0.6382978723404256,0.125
2011-08-12,2011-08-11,119.99,1.3399999999999892,6.819999999999993,120.71399999999998,0.1836734693877551,0.6986301369863014,0.9084507042253521,0.1724137931034483
2011-08-15,2011-08-12,119.79,-0.19999999999998863,0.4300000000000068,120.8,0.17567567567567569,0.4897959183673469,0.5804195804195804,0.1780821917808219
2011-08-16,2011-08-15,121.76,1.9699999999999989,0.7000000000000028,120.94000000000001,0.30201342281879195,0.7567567567567568,0.5972222222222222,0.19047619047619047
2011-08-17,2011-08-16,122.41,0.6499999999999915,-2.1000000000000085,120.52000000000001,0.3933333333333333,0.6241610738255033,0.3931034482758621,0.14864864864864866
2011-08-18,2011-08-17,126.16,3.75,7.509999999999991,122.022,0.7086092715231788,0.92,0.952054794520548,0.31543624161073824
2011-08-19,2011-08-18,124.44,-1.7199999999999989,4.450000000000003,122.91199999999999,0.5526315789473685,0.2582781456953642,0.7959183673469388,0.4266666666666667
2011-08-22,2011-08-19,124.05,-0.39000000000000057,4.259999999999991,123.76399999999998,0.5294117647058824,0.4440789473684211,0.7837837837837838,0.5099337748344371
2011-08-23,2011-08-22,119.4,-4.6499999999999915,-2.3599999999999994,123.292,0.13636363636363635,0.0457516339869281,0.3624161073825503,0.47368421052631576
2011-08-24,2011-08-23,124.05,4.6499999999999915,1.6400000000000006,123.62,0.532258064516129,0.948051948051948,0.6466666666666666,0.5032679738562091
2011-08-25,2011-08-24,123.37,-0.6799999999999926,-2.789999999999992,123.06199999999998,0.47435897435897434,0.4,0.31788079470198677,0.43506493506493504
2011-08-26,2011-08-25,120.81,-2.5600000000000023,-3.6299999999999955,122.33600000000001,0.2229299363057325,0.15705128205128205,0.21052631578947367,0.34838709677419355
2011-08-29,2011-08-26,122.97,2.1599999999999966,-1.0799999999999983,122.12,0.4525316455696203,0.7898089171974523,0.48366013071895425,0.32051282051282054
2011-08-30,2011-08-29,120.99,-1.980000000000004,1.5899999999999892,122.43800000000002,0.2358490566037736,0.23417721518987342,0.6493506493506493,0.36942675159235666
2011-08-31,2011-08-30,119.9,-1.0899999999999892,-4.1499999999999915,121.60799999999999,0.175,0.3270440251572327,0.1870967741935484,0.25949367088607594
2011-09-01,2011-08-31,120.01,0.10999999999999943,-3.3599999999999994,120.936,0.19254658385093168,0.54375,0.26282051282051283,0.18238993710691823
2011-09-02,2011-09-01,120.23,0.21999999999999886,-0.5799999999999983,120.82000000000001,0.20987654320987653,0.5714285714285714,0.5222929936305732,0.175
2011-09-06,2011-09-02,119.33,-0.9000000000000057,-3.6400000000000006,120.09200000000001,0.1196319018404908,0.3611111111111111,0.2088607594936709,0.12422360248447205
2011-09-07,2011-09-06,121.04,1.710000000000008,0.05000000000001137,120.102,0.2682926829268293,0.7423312883435583,0.5723270440251572,0.12962962962962962
2011-09-08,2011-09-07,118.75,-2.2900000000000063,-1.1500000000000057,119.872,0.09090909090909091,0.18292682926829268,0.475,0.12269938650306748
2011-09-09,2011-09-08,118.59,-0.1599999999999966,-1.4200000000000017,119.58800000000001,0.0783132530120482,0.49696969696969695,0.453416149068323,0.11585365853658537
2011-09-12,2011-09-09,116.9,-1.6899999999999977,-3.3299999999999983,118.922,0.059880239520958084,0.26506024096385544,0.2654320987654321,0.08484848484848485
2011-09-13,2011-09-12,117.23,0.3299999999999983,-2.0999999999999943,118.502,0.06547619047619048,0.6017964071856288,0.3987730061349693,0.08433734939759036
2011-09-14,2011-09-13,118.05,0.8199999999999932,-2.990000000000009,117.904,0.08875739644970414,0.6547619047619048,0.2865853658536585,0.0658682634730539
2011-09-15,2011-09-14,115.73,-2.319999999999993,-3.019999999999996,117.3,0.01764705882352941,0.17751479289940827,0.2787878787878788,0.041666666666666664
2011-09-16,2011-09-15,120.0,4.269999999999996,1.4099999999999966,117.58200000000002,0.2222222222222222,0.9352941176470588,0.6566265060240963,0.0650887573964497
2011-09-19,2011-09-16,123.27,3.269999999999996,6.36999999999999,118.856,0.5174418604651163,0.8771929824561403,0.8922155688622755,0.10588235294117647
2011-09-20,2011-09-19,120.76,-2.509999999999991,3.530000000000001,119.56199999999998,0.2658959537572254,0.1511627906976744,0.7559523809523809,0.14619883040935672
2011-09-21,2011-09-20,120.61,-0.15000000000000568,2.5600000000000023,120.074,0.2471264367816092,0.49710982658959535,0.727810650887574,0.1686046511627907
2011-09-22,2011-09-21,120.18,-0.4299999999999926,4.450000000000003,120.96400000000001,0.24,0.4367816091954023,0.8147058823529412,0.2543352601156069
2011-09-23,2011-09-22,119.37,-0.8100000000000023,-0.6299999999999955,120.83800000000001,0.1590909090909091,0.37714285714285717,0.52046783625731,0.23563218390804597
2011-09-26,2011-09-23,118.24,-1.1300000000000097,-5.030000000000001,119.83200000000002,0.096045197740113,0.3125,0.13953488372093023,0.16
2011-09-27,2011-09-26,120.34,2.1000000000000085,-0.4200000000000017,119.748,0.25842696629213485,0.7909604519774012,0.5375722543352601,0.1590909090909091
2011-09-28,2011-09-27,119.55,-0.7900000000000063,-1.0600000000000023,119.53600000000002,0.18994413407821228,0.38202247191011235,0.4885057471264368,0.14124293785310735
2011-09-29,2011-09-28,118.21,-1.3400000000000034,-1.970000000000013,119.14200000000001,0.09444444444444444,0.29608938547486036,0.3942857142857143,0.12921348314606743
2011-09-30,2011-09-29,118.97,0.7600000000000051,-0.4000000000000057,119.06199999999998,0.13259668508287292,0.65,0.5454545454545454,0.12290502793296089
2011-10-03,2011-09-30,114.83,-4.140000000000001,-3.4099999999999966,118.38,0.016483516483516484,0.06077348066298342,0.23728813559322035,0.08888888888888889
2011-10-04,2011-10-03,113.09,-1.7399999999999949,-7.25,116.92999999999999,0.00546448087431694,0.25274725274725274,0.03932584269662921,0.022099447513812154
2011-10-05,2011-10-04,115.28,2.1899999999999977,-4.269999999999996,116.076,0.02717391304347826,0.8087431693989071,0.16201117318435754,0.005494505494505495
2011-10-06,2011-10-05,113.87,-1.4099999999999966,-4.339999999999989,115.208,0.016216216216216217,0.29347826086956524,0.15555555555555556,0.00546448087431694
2011-10-07,2011-10-06,115.42,1.5499999999999972,-3.549999999999997,114.498,0.03763440860215054,0.7297297297297297,0.21823204419889503,0.005434782608695652
2011-10-10,2011-10-07,116.1,0.6799999999999926,1.269999999999996,114.752,0.06951871657754011,0.6451612903225806,0.6538461538461539,0.010810810810810811
2011-10-11,2011-10-10,116.81,0.710000000000008,3.719999999999999,115.49600000000001,0.09042553191489362,0.6470588235294118,0.7759562841530054,0.021505376344086023
2011-10-12,2011-10-11,118.91,2.0999999999999943,3.6299999999999955,116.22200000000001,0.164021164021164,0.7925531914893617,0.7663043478260869,0.03208556149732621
2011-10-13,2011-10-12,121.6,2.6899999999999977,7.72999999999999,117.768,0.4052631578947368,0.8624338624338624,0.9621621621621622,0.10106382978723404
2011-10-14,2011-10-13,121.98,0.38000000000000966,6.560000000000002,119.08,0.45549738219895286,0.6,0.9086021505376344,0.1746031746031746
2011-10-17,2011-10-14,121.9,-0.0799999999999983,5.800000000000011,120.23999999999998,0.4348958333333333,0.5052356020942408,0.8823529411764706,0.25263157894736843
2011-10-19,2011-10-18,127.99,6.089999999999989,11.179999999999993,122.476,0.8497409326424871,0.984375,0.9893617021276596,0.4869109947643979
2011-10-20,2011-10-19,122.57,-5.420000000000002,3.6599999999999966,123.208,0.5051546391752577,0.025906735751295335,0.7513227513227513,0.5572916666666666
2011-10-21,2011-10-20,122.57,0.0,0.9699999999999989,123.402,0.5051282051282051,0.5180412371134021,0.6052631578947368,0.5854922279792746
2011-10-24,2011-10-21,127.19,4.6200000000000045,5.209999999999994,124.444,0.8112244897959183,0.9435897435897436,0.8429319371727748,0.6752577319587629
2011-10-25,2011-10-24,124.85,-2.3400000000000034,2.9499999999999886,125.03399999999999,0.6954314720812182,0.16326530612244897,0.71875,0.7128205128205128
2011-10-26,2011-10-25,122.65,-2.1999999999999886,-5.339999999999989,123.96599999999998,0.5126262626262627,0.19543147208121828,0.12435233160621761,0.6326530612244898
2011-10-27,2011-10-26,122.65,0.0,0.0800000000000125,123.98200000000001,0.5125628140703518,0.5202020202020202,0.5670103092783505,0.6395939086294417
2011-10-28,2011-10-27,122.82,0.1699999999999875,0.25,124.032,0.525,0.5527638190954773,0.5692307692307692,0.6464646464646465
2011-10-31,2011-10-28,121.18,-1.6399999999999864,-6.009999999999991,122.83000000000001,0.35323383084577115,0.275,0.07397959183673469,0.5025125628140703
2011-11-01,2011-10-31,120.69,-0.4900000000000091,-4.159999999999997,121.998,0.297029702970297,0.43283582089552236,0.17766497461928935,0.4
2011-11-02,2011-11-01,126.65,5.960000000000008,4.0,122.798,0.7931034482758621,0.9801980198019802,0.7878787878787878,0.5024875621890548
2011-11-03,2011-11-02,123.95,-2.700000000000003,1.2999999999999972,123.05799999999999,0.6176470588235294,0.12315270935960591,0.6331658291457286,0.5297029702970297
2011-11-04,2011-11-03,124.19,0.23999999999999488,1.3700000000000045,123.332,0.6390243902439025,0.5784313725490197,0.635,0.5714285714285714
2011-11-07,2011-11-04,123.56,-0.6299999999999955,2.3799999999999955,123.80799999999999,0.5922330097087378,0.4097560975609756,0.7064676616915423,0.6225490196078431
2011-11-08,2011-11-07,124.93,1.3700000000000045,4.240000000000009,124.65599999999999,0.7101449275362319,0.7184466019417476,0.7970297029702971,0.697560975609756
2011-11-09,2011-11-08,124.77,-0.1600000000000108,-1.8800000000000097,124.28000000000002,0.6875,0.4830917874396135,0.39408866995073893,0.6699029126213593
