variant_id,entry_combo,full_signals,signals_per_year_full,limited_core_start,limited_core_end,limited_core_signals,signals_per_year_limited_core,latest_252_signals,fails_full_50_per_year,fails_limited_core_50_per_year,fails_latest_252_50,passes_full_50_per_year,passes_limited_core_50_per_year,passes_latest_252_count_50
prior_low_smt_long_1000_1130,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=0",396,26.212766,2011-02-22,2012-09-06,26,17.756098,30,True,True,True,False,False,False
prior_low_smt_long_1000_1130,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=2",382,25.286052,2011-02-22,2012-09-06,24,16.390244,30,True,True,True,False,False,False
prior_low_smt_long_1000_1130,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=4",374,24.756501,2011-02-22,2012-09-06,23,15.707317,30,True,True,True,False,False,False
prior_low_smt_long_1000_1130,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=0",401,26.543735,2011-02-22,2012-09-06,25,17.073171,28,True,True,True,False,False,False
prior_low_smt_long_1000_1130,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=2",390,25.815603,2011-02-22,2012-09-06,25,17.073171,28,True,True,True,False,False,False
prior_low_smt_long_1000_1130,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=4",382,25.286052,2011-02-22,2012-09-06,24,16.390244,28,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=0,entry.params.reclaim_buffer_ticks=0",359,23.763593,2011-02-22,2012-09-06,27,18.439024,25,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=0,entry.params.reclaim_buffer_ticks=2",352,23.300236,2011-02-22,2012-09-06,26,17.756098,25,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=0,entry.params.reclaim_buffer_ticks=4",348,23.035461,2011-02-22,2012-09-06,24,16.390244,25,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=0",351,23.234043,2011-02-22,2012-09-06,24,16.390244,24,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=2",339,22.439716,2011-02-22,2012-09-06,23,15.707317,24,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=4",333,22.042553,2011-02-22,2012-09-06,21,14.341463,24,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=0",356,23.565012,2011-02-22,2012-09-06,23,15.707317,22,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=2",345,22.836879,2011-02-22,2012-09-06,22,15.02439,22,True,True,True,False,False,False
prior_low_smt_long_1030_1200,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=4",339,22.439716,2011-02-22,2012-09-06,20,13.658537,22,True,True,True,False,False,False
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=0,entry.params.reclaim_buffer_ticks=0",919,60.832151,2011-02-22,2012-09-06,71,48.487805,65,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=0,entry.params.reclaim_buffer_ticks=2",890,58.91253,2011-02-22,2012-09-06,63,43.02439,65,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=0,entry.params.reclaim_buffer_ticks=4",863,57.125296,2011-02-22,2012-09-06,59,40.292683,65,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=0",927,61.361702,2011-02-22,2012-09-06,67,45.756098,64,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=2",895,59.243499,2011-02-22,2012-09-06,60,40.97561,64,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=2,entry.params.reclaim_buffer_ticks=4",873,57.787234,2011-02-22,2012-09-06,56,38.243902,64,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=0",933,61.758865,2011-02-22,2012-09-06,66,45.073171,63,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=2",907,60.037825,2011-02-22,2012-09-06,61,41.658537,63,False,True,False,True,False,True
prior_two_sided_smt_1000_1130,"entry.params.sweep_buffer_ticks=4,entry.params.reclaim_buffer_ticks=4",883,58.449173,2011-02-22,2012-09-06,56,38.243902,62,False,True,False,True,False,True
