variant_id,entry_combo,signals_full,signals_per_year_full,signals_latest_252_sessions,passes_full_50_per_year,passes_latest_252_count_50
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=0.8,entry.params.min_orderflow_imbalance=0.06",4454,288.4950345805994,321,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=0.8,entry.params.min_orderflow_imbalance=0.1",4271,276.64173612342614,311,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=0.9,entry.params.min_orderflow_imbalance=0.03",5761,373.1521989714488,394,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=0.9,entry.params.min_orderflow_imbalance=0.06",5634,364.926139386416,390,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=0.9,entry.params.min_orderflow_imbalance=0.1",5439,352.29557545664125,380,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=1.0,entry.params.min_orderflow_imbalance=0.03",6518,422.1846958680617,435,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=1.0,entry.params.min_orderflow_imbalance=0.06",6411,415.25407873736475,433,True,True
midday_low_vr_large10_reversion_1430,"entry.params.vr_threshold=1.0,entry.params.min_orderflow_imbalance=0.1",6253,405.02008334811137,425,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=0.95,entry.params.min_orderflow_imbalance=0.01",2503,162.12462316013477,190,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=0.95,entry.params.min_orderflow_imbalance=0.02",2254,145.99636460365312,152,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=0.95,entry.params.min_orderflow_imbalance=0.025",2101,136.0862298279837,129,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=1.05,entry.params.min_orderflow_imbalance=0.01",1864,120.73523674410356,150,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=1.05,entry.params.min_orderflow_imbalance=0.02",1682,108.9467104096471,115,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=1.05,entry.params.min_orderflow_imbalance=0.025",1575,102.01609327895017,97,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=1.15,entry.params.min_orderflow_imbalance=0.01",1330,86.1469232133357,111,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=1.15,entry.params.min_orderflow_imbalance=0.02",1193,77.27314240113495,83,True,True
morning_high_vr_signed_continuation_1130,"entry.params.vr_threshold=1.15,entry.params.min_orderflow_imbalance=0.025",1120,72.544777442809,69,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=0.95,entry.params.min_orderflow_imbalance=0.005",2060,133.43057279659513,116,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=0.95,entry.params.min_orderflow_imbalance=0.01",1945,125.98177868416386,109,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=0.95,entry.params.min_orderflow_imbalance=0.02",1644,106.48536974640894,85,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=1.05,entry.params.min_orderflow_imbalance=0.005",2476,160.37577584678135,150,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=1.05,entry.params.min_orderflow_imbalance=0.01",2342,151.69631140273097,140,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=1.05,entry.params.min_orderflow_imbalance=0.02",1999,129.47947331087073,108,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=1.15,entry.params.min_orderflow_imbalance=0.005",2841,184.01760063841107,178,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=1.15,entry.params.min_orderflow_imbalance=0.01",2679,173.52451675829047,162,True,True
morning_low_vr_signed_reversion_1130,"entry.params.vr_threshold=1.15,entry.params.min_orderflow_imbalance=0.02",2290,148.3281610214577,125,True,True
