trade_id,session_date,contract,order_id,timestamp,source_ordinal,event_index,transition,direction,price,active_from_event_index,stop_price,target_price,reason,state_json,evidence_json
,2025-07-15,ESU5,VAL,2025-07-15 10:32:38.513121987-04:00,156898,81010,order_cancelled,long,6316.75,81010,6314.5,,order_not_live,"{""active_from_event_index"": 81010, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 81010, ""event_price_tick"": 25260, ""event_side"": ""B"", ""event_signed_size"": 1, ""event_size"": 1, ""source_ordinal"": 156898, ""timestamp_ns"": 1752589958513121987}"
,2025-07-15,ESU5,VAL,2025-07-15 10:32:40.159041111-04:00,156915,81027,order_submitted,long,6316.75,81028,6314.5,,strategy_request,"{""active_from_event_index"": 81028, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 81027, ""event_price_tick"": 25259, ""event_side"": ""A"", ""event_signed_size"": -7, ""event_size"": 7, ""source_ordinal"": 156915, ""timestamp_ns"": 1752589960159041111}"
,2025-07-15,ESU5,VAL,2025-07-15 10:32:40.159479115-04:00,156917,81029,order_cancelled,long,6316.75,81028,6314.5,,order_not_live,"{""active_from_event_index"": 81028, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 81029, ""event_price_tick"": 25259, ""event_side"": ""B"", ""event_signed_size"": 5, ""event_size"": 5, ""source_ordinal"": 156917, ""timestamp_ns"": 1752589960159479115}"
,2025-07-15,ESU5,VAL,2025-07-15 10:32:40.335560717-04:00,156938,81050,order_submitted,long,6316.75,81051,6314.5,,strategy_request,"{""active_from_event_index"": 81051, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 81050, ""event_price_tick"": 25258, ""event_side"": ""A"", ""event_signed_size"": -3, ""event_size"": 3, ""source_ordinal"": 156938, ""timestamp_ns"": 1752589960335560717}"
,2025-07-15,ESU5,VAL,2025-07-15 10:32:40.336037221-04:00,156942,81054,order_cancelled,long,6316.75,81051,6314.5,,order_not_live,"{""active_from_event_index"": 81051, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 81054, ""event_price_tick"": 25258, ""event_side"": ""B"", ""event_signed_size"": 4, ""event_size"": 4, ""source_ordinal"": 156942, ""timestamp_ns"": 1752589960336037221}"
,2025-07-15,ESU5,VAL,2025-07-15 10:32:40.667103495-04:00,156950,81062,order_submitted,long,6316.75,81063,6314.5,,strategy_request,"{""active_from_event_index"": 81063, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 81062, ""event_price_tick"": 25258, ""event_side"": ""A"", ""event_signed_size"": -9, ""event_size"": 9, ""source_ordinal"": 156950, ""timestamp_ns"": 1752589960667103495}"
,2025-07-15,ESU5,VAL,2025-07-15 10:32:40.667828705-04:00,156953,81065,order_cancelled,long,6316.75,81063,6314.5,,order_not_live,"{""active_from_event_index"": 81063, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 81065, ""event_price_tick"": 25258, ""event_side"": ""B"", ""event_signed_size"": 11, ""event_size"": 11, ""source_ordinal"": 156953, ""timestamp_ns"": 1752589960667828705}"
,2025-07-15,ESU5,VAL,2025-07-15 10:33:35.488681357-04:00,157885,81997,order_submitted,long,6318.5,81998,6314.5,,strategy_request,"{""active_from_event_index"": 81998, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 81997, ""event_price_tick"": 25267, ""event_side"": ""B"", ""event_signed_size"": 1, ""event_size"": 1, ""source_ordinal"": 157885, ""timestamp_ns"": 1752590015488681357}"
,2025-07-15,ESU5,VAL,2025-07-15 10:33:52.200429375-04:00,158106,82218,order_cancelled,long,6318.5,81998,6314.5,,order_not_live,"{""active_from_event_index"": 81998, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25258, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 82218, ""event_price_tick"": 25267, ""event_side"": ""A"", ""event_signed_size"": -8, ""event_size"": 8, ""source_ordinal"": 158106, ""timestamp_ns"": 1752590032200429375}"
,2025-07-17,ESU5,VAL,2025-07-17 09:30:30.786759899-04:00,52815,2301,order_submitted,long,6303.5,2302,6302.25,,strategy_request,"{""active_from_event_index"": 2302, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25209, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 2301, ""event_price_tick"": 25212, ""event_side"": ""A"", ""event_signed_size"": -1, ""event_size"": 1, ""source_ordinal"": 52815, ""timestamp_ns"": 1752759030786759899}"
3.0,2025-07-17,ESU5,VAL,2025-07-17 09:30:31.420785699-04:00,52869,2355,entry_filled,long,6303.5,2355,6302.25,,stop_entry_triggered,"{""active_from_event_index"": 2355, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": 3, ""stop_tick"": 25209, ""target_tick"": null, ""transition"": ""entry_filled""}","{""event_index"": 2355, ""event_price_tick"": 25214, ""event_side"": ""B"", ""event_signed_size"": 3, ""event_size"": 3, ""source_ordinal"": 52869, ""timestamp_ns"": 1752759031420785699}"
3.0,2025-07-17,ESU5,VAL,2025-07-17 09:30:35.309813919-04:00,53005,2491,bracket_amended,long,6304.75,2492,6304.75,6303.75,managed_stop,"{""active_from_event_index"": 2492, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": 3, ""stop_tick"": 25219, ""target_tick"": 25215, ""transition"": ""bracket_amended""}","{""event_index"": 2491, ""event_price_tick"": 25219, ""event_side"": ""B"", ""event_signed_size"": 2, ""event_size"": 2, ""source_ordinal"": 53005, ""timestamp_ns"": 1752759035309813919}"
3.0,2025-07-17,ESU5,VAL,2025-07-17 09:30:35.309813919-04:00,53006,2492,position_closed,long,6304.75,2492,6304.75,6303.75,managed_stop,"{""active_from_event_index"": 2492, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": 3, ""stop_tick"": 25219, ""target_tick"": 25215, ""transition"": ""position_closed""}","{""event_index"": 2492, ""event_price_tick"": 25219, ""event_side"": ""B"", ""event_signed_size"": 2, ""event_size"": 2, ""source_ordinal"": 53006, ""timestamp_ns"": 1752759035309813919}"
,2025-07-17,ESU5,VAL,2025-07-17 09:34:29.897879543-04:00,59999,9481,order_submitted,long,6305.5,9482,6303.75,,strategy_request,"{""active_from_event_index"": 9482, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25215, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 9481, ""event_price_tick"": 25221, ""event_side"": ""B"", ""event_signed_size"": 6, ""event_size"": 6, ""source_ordinal"": 59999, ""timestamp_ns"": 1752759269897879543}"
,2025-07-17,ESU5,VAL,2025-07-17 09:34:42.109684813-04:00,60185,9667,order_cancelled,long,6305.5,9482,6303.75,,aoi_replaced,"{""active_from_event_index"": 9482, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25215, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 9667, ""event_price_tick"": 25217, ""event_side"": ""B"", ""event_signed_size"": 2, ""event_size"": 2, ""source_ordinal"": 60185, ""timestamp_ns"": 1752759282109684813}"
,2025-07-17,ESU5,VAH,2025-07-17 09:37:59.751906725-04:00,64063,13537,order_submitted,short,6307.75,13538,6309.25,,strategy_request,"{""active_from_event_index"": 13538, ""direction"": ""short"", ""order_id"": ""VAH"", ""position_trade_id"": null, ""stop_tick"": 25237, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 13537, ""event_price_tick"": 25236, ""event_side"": ""B"", ""event_signed_size"": 5, ""event_size"": 5, ""source_ordinal"": 64063, ""timestamp_ns"": 1752759479751906725}"
,2025-07-17,ESU5,VAH,2025-07-17 09:38:02.208884117-04:00,64116,13590,order_replaced,short,6308.0,13591,6309.25,,strategy_request,"{""active_from_event_index"": 13591, ""direction"": ""short"", ""order_id"": ""VAH"", ""position_trade_id"": null, ""stop_tick"": 25237, ""target_tick"": null, ""transition"": ""order_replaced""}","{""event_index"": 13590, ""event_price_tick"": 25235, ""event_side"": ""A"", ""event_signed_size"": -6, ""event_size"": 6, ""source_ordinal"": 64116, ""timestamp_ns"": 1752759482208884117}"
,2025-07-17,ESU5,VAH,2025-07-17 09:38:36.208193843-04:00,64744,14218,order_replaced,short,6308.25,14219,6309.25,,strategy_request,"{""active_from_event_index"": 14219, ""direction"": ""short"", ""order_id"": ""VAH"", ""position_trade_id"": null, ""stop_tick"": 25237, ""target_tick"": null, ""transition"": ""order_replaced""}","{""event_index"": 14218, ""event_price_tick"": 25233, ""event_side"": ""A"", ""event_signed_size"": -2, ""event_size"": 2, ""source_ordinal"": 64744, ""timestamp_ns"": 1752759516208193843}"
4.0,2025-07-17,ESU5,VAH,2025-07-17 09:38:36.208277915-04:00,64745,14219,entry_filled,short,6308.25,14219,6309.25,,stop_entry_triggered,"{""active_from_event_index"": 14219, ""direction"": ""short"", ""order_id"": ""VAH"", ""position_trade_id"": 4, ""stop_tick"": 25237, ""target_tick"": null, ""transition"": ""entry_filled""}","{""event_index"": 14219, ""event_price_tick"": 25233, ""event_side"": ""A"", ""event_signed_size"": -4, ""event_size"": 4, ""source_ordinal"": 64745, ""timestamp_ns"": 1752759516208277915}"
4.0,2025-07-17,ESU5,VAH,2025-07-17 09:39:10.522993093-04:00,65242,14716,position_closed,short,6309.25,14716,6309.25,,initial_stop,"{""active_from_event_index"": 14716, ""direction"": ""short"", ""order_id"": ""VAH"", ""position_trade_id"": 4, ""stop_tick"": 25237, ""target_tick"": null, ""transition"": ""position_closed""}","{""event_index"": 14716, ""event_price_tick"": 25237, ""event_side"": ""B"", ""event_signed_size"": 1, ""event_size"": 1, ""source_ordinal"": 65242, ""timestamp_ns"": 1752759550522993093}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:58.504037987-04:00,55391,4796,order_submitted,long,6349.5,4797,6345.75,,strategy_request,"{""active_from_event_index"": 4797, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 4796, ""event_price_tick"": 25389, ""event_side"": ""B"", ""event_signed_size"": 1, ""event_size"": 1, ""source_ordinal"": 55391, ""timestamp_ns"": 1752845458504037987}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:58.504071833-04:00,55394,4799,order_cancelled,long,6349.5,4797,6345.75,,order_not_live,"{""active_from_event_index"": 4797, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 4799, ""event_price_tick"": 25389, ""event_side"": ""B"", ""event_signed_size"": 3, ""event_size"": 3, ""source_ordinal"": 55394, ""timestamp_ns"": 1752845458504071833}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.201272959-04:00,55441,4846,order_submitted,long,6349.5,4847,6345.75,,strategy_request,"{""active_from_event_index"": 4847, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 4846, ""event_price_tick"": 25389, ""event_side"": ""B"", ""event_signed_size"": 2, ""event_size"": 2, ""source_ordinal"": 55441, ""timestamp_ns"": 1752845459201272959}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.201511623-04:00,55442,4847,order_cancelled,long,6349.5,4847,6345.75,,order_not_live,"{""active_from_event_index"": 4847, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 4847, ""event_price_tick"": 25389, ""event_side"": ""B"", ""event_signed_size"": 3, ""event_size"": 3, ""source_ordinal"": 55442, ""timestamp_ns"": 1752845459201511623}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.312117023-04:00,55445,4850,order_submitted,long,6349.5,4851,6345.75,,strategy_request,"{""active_from_event_index"": 4851, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 4850, ""event_price_tick"": 25389, ""event_side"": ""A"", ""event_signed_size"": -6, ""event_size"": 6, ""source_ordinal"": 55445, ""timestamp_ns"": 1752845459312117023}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.354709959-04:00,55446,4851,order_cancelled,long,6349.5,4851,6345.75,,order_not_live,"{""active_from_event_index"": 4851, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 4851, ""event_price_tick"": 25389, ""event_side"": ""B"", ""event_signed_size"": 2, ""event_size"": 2, ""source_ordinal"": 55446, ""timestamp_ns"": 1752845459354709959}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.526240315-04:00,55448,4853,order_submitted,long,6349.5,4854,6345.75,,strategy_request,"{""active_from_event_index"": 4854, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25383, ""target_tick"": null, ""transition"": ""order_submitted""}","{""event_index"": 4853, ""event_price_tick"": 25388, ""event_side"": ""A"", ""event_signed_size"": -1, ""event_size"": 1, ""source_ordinal"": 55448, ""timestamp_ns"": 1752845459526240315}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.526732659-04:00,55451,4856,order_replaced,long,6346.75,4857,6345.0,,strategy_request,"{""active_from_event_index"": 4857, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25380, ""target_tick"": null, ""transition"": ""order_replaced""}","{""event_index"": 4856, ""event_price_tick"": 25388, ""event_side"": ""A"", ""event_signed_size"": -1, ""event_size"": 1, ""source_ordinal"": 55451, ""timestamp_ns"": 1752845459526732659}"
,2025-07-18,ESU5,VAL,2025-07-18 09:30:59.526736441-04:00,55452,4857,order_cancelled,long,6346.75,4857,6345.0,,order_not_live,"{""active_from_event_index"": 4857, ""direction"": ""long"", ""order_id"": ""VAL"", ""position_trade_id"": null, ""stop_tick"": 25380, ""target_tick"": null, ""transition"": ""order_cancelled""}","{""event_index"": 4857, ""event_price_tick"": 25388, ""event_side"": ""A"", ""event_signed_size"": -1, ""event_size"": 1, ""source_ordinal"": 55452, ""timestamp_ns"": 1752845459526736441}"
