campaign_id,variant_id,window,sessions,years,pressure_rank_threshold,max_abs_return_ticks,signals,signal_sessions,signals_per_year,long_signals,short_signals,passes_50_signals_per_year
nq_orderflow_absorption_exhaustion_reversal,afternoon_60m_absorption_fade_1400,limited_core,371,1.472222,0.9,2,8,8,5.433962,5,3,False
nq_orderflow_absorption_exhaustion_reversal,afternoon_60m_absorption_fade_1400,limited_core,371,1.472222,0.9,4,9,9,6.113208,6,3,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.8,1,54,54,3.568843,31,23,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.8,2,79,79,5.221086,47,32,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.8,4,112,112,7.402046,69,43,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.85,1,39,39,2.577498,23,16,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.85,2,57,57,3.767113,34,23,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.85,4,80,80,5.287175,50,30,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.9,1,23,23,1.520063,14,9,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.9,2,36,36,2.379229,20,16,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,full_history,3813,15.130952,0.9,4,49,49,3.238395,30,19,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.8,1,14,14,9.509434,6,8,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.8,2,23,23,15.622642,12,11,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.8,4,27,27,18.339623,14,13,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.85,1,9,9,6.113208,4,5,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.85,2,16,16,10.867925,8,8,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.85,4,20,20,13.584906,10,10,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.9,1,6,6,4.075472,3,3,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.9,2,11,11,7.471698,5,6,False
nq_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,limited_core,371,1.472222,0.9,4,13,13,8.830189,6,7,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.8,1,46,46,3.040126,23,23,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.8,2,67,67,4.428009,35,32,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.8,4,104,104,6.873328,60,44,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.85,1,30,30,1.982691,16,14,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.85,2,46,46,3.040126,24,22,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.85,4,74,74,4.890637,43,31,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.9,1,17,17,1.123525,6,11,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.9,2,25,25,1.652242,10,15,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,full_history,3813,15.130952,0.9,4,45,45,2.974036,23,22,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.8,1,7,7,4.754717,3,4,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.8,2,12,12,8.150943,5,7,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.8,4,20,20,13.584906,11,9,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.85,1,6,6,4.075472,2,4,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.85,2,11,11,7.471698,4,7,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.85,4,18,18,12.226415,9,9,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.9,1,5,5,3.396226,2,3,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.9,2,8,8,5.433962,3,5,False
nq_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,limited_core,371,1.472222,0.9,4,10,10,6.792453,5,5,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.8,1,47,47,3.106216,31,16,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.8,2,69,69,4.560189,45,24,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.8,4,103,103,6.807238,67,36,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.85,1,24,24,1.586153,15,9,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.85,2,42,42,2.775767,27,15,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.85,4,65,65,4.29583,40,25,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.9,1,16,16,1.057435,12,4,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.9,2,27,27,1.784422,19,8,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,full_history,3813,15.130952,0.9,4,40,40,2.643588,27,13,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.8,1,15,15,10.188679,12,3,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.8,2,15,15,10.188679,12,3,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.8,4,20,20,13.584906,16,4,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.85,1,7,7,4.754717,6,1,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.85,2,7,7,4.754717,6,1,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.85,4,12,12,8.150943,10,2,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.9,1,4,4,2.716981,4,0,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.9,2,4,4,2.716981,4,0,False
nq_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,limited_core,371,1.472222,0.9,4,7,7,4.754717,7,0,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.8,1,33,33,2.18096,16,17,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.8,2,49,49,3.238395,25,24,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.8,4,92,92,6.080252,49,43,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.85,1,22,22,1.453973,7,15,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.85,2,35,35,2.313139,14,21,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.85,4,62,62,4.097561,29,33,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.9,1,13,13,0.859166,3,10,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.9,2,22,22,1.453973,9,13,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,full_history,3813,15.130952,0.9,4,36,36,2.379229,18,18,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.8,1,7,7,4.754717,4,3,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.8,2,11,11,7.471698,6,5,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.8,4,15,15,10.188679,6,9,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.85,1,2,2,1.358491,0,2,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.85,2,5,5,3.396226,1,4,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.85,4,8,8,5.433962,1,7,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.9,1,1,1,0.679245,0,1,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.9,2,4,4,2.716981,1,3,False
nq_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,limited_core,371,1.472222,0.9,4,5,5,3.396226,1,4,False
