trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,academic_source_key,setup_mode,spx_0dte_signal_timestamp,spx_0dte_session_date,spx_0dte_weekday,spx_0dte_weekday_name,spx_0dte_calendar_bucket,spx_0dte_trigger_mode,spx_0dte_direction,spx_0dte_session_open,spx_0dte_signal_close,spx_0dte_open_to_signal_ticks,spx_0dte_min_abs_move_ticks,spx_0dte_exclude_standard_monthly,spx_0dte_is_standard_monthly,spx_0dte_is_quarterly_month,signal_flatten_time,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",11,spx_0dte_expiration_pressure,2023-06-08,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-08 14:30:00-04:00,2023-06-08,3,Thursday,full_week,continue_move,long,14338.0,14467.5,518.0,256.0,True,False,False,15:55:00,2023-06-08 14:30:00-04:00,14468.25,14410.25,14584.25,58.0,1,47.25,0.25,fixed_contracts,2023-06-08 15:55:00-04:00,14498.25,eod_flatten,600.0,595.0,0.5172413793103449,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",12,spx_0dte_expiration_pressure,2023-06-12,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-12 14:30:00-04:00,2023-06-12,0,Monday,full_week,continue_move,long,14622.75,14705.75,332.0,256.0,True,False,False,15:55:00,2023-06-12 14:30:00-04:00,14706.25,14647.25,14824.25,59.0,1,92.0,1.25,fixed_contracts,2023-06-12 15:55:00-04:00,14779.25,eod_flatten,1460.0,1455.0,1.2372881355932204,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",13,spx_0dte_expiration_pressure,2023-06-13,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-13 14:30:00-04:00,2023-06-13,1,Tuesday,full_week,continue_move,short,15097.0,15026.75,-281.0,256.0,True,False,False,15:55:00,2023-06-13 14:30:00-04:00,15027.25,15087.5,14906.75,60.25,1,15.25,64.0,fixed_contracts,2023-06-13 15:18:00-04:00,15087.75,stop,-1210.0,-1215.0,-1.004149377593361,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",14,spx_0dte_expiration_pressure,2023-06-15,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-15 14:30:00-04:00,2023-06-15,3,Thursday,full_week,continue_move,long,15141.0,15356.25,861.0,256.0,True,False,False,15:55:00,2023-06-15 14:30:00-04:00,15357.25,15295.75,15480.25,61.5,1,83.75,3.5,fixed_contracts,2023-06-15 15:55:00-04:00,15391.75,eod_flatten,690.0,685.0,0.5609756097560976,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",15,spx_0dte_expiration_pressure,2023-06-21,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-21 14:30:00-04:00,2023-06-21,2,Wednesday,full_week,continue_move,short,15201.75,15133.0,-275.0,256.0,True,False,False,15:55:00,2023-06-21 14:30:00-04:00,15132.75,15193.5,15011.25,60.75,1,89.0,17.0,fixed_contracts,2023-06-21 15:55:00-04:00,15067.25,eod_flatten,1310.0,1305.0,1.0781893004115226,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",16,spx_0dte_expiration_pressure,2023-06-22,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-22 14:30:00-04:00,2023-06-22,3,Thursday,full_week,continue_move,long,14981.5,15155.75,697.0,256.0,True,False,False,15:55:00,2023-06-22 14:30:00-04:00,15156.0,15095.25,15277.5,60.75,1,59.25,20.5,fixed_contracts,2023-06-22 15:55:00-04:00,15213.75,eod_flatten,1155.0,1150.0,0.9506172839506173,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",17,spx_0dte_expiration_pressure,2023-06-26,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-26 14:30:00-04:00,2023-06-26,0,Monday,full_week,continue_move,short,15036.5,14910.75,-503.0,256.0,True,False,False,15:55:00,2023-06-26 14:30:00-04:00,14909.75,14969.5,14790.25,59.75,1,39.5,39.25,fixed_contracts,2023-06-26 15:55:00-04:00,14883.75,eod_flatten,520.0,515.0,0.4351464435146444,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",18,spx_0dte_expiration_pressure,2023-06-27,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-27 14:30:00-04:00,2023-06-27,1,Tuesday,full_week,continue_move,long,14917.75,15124.75,828.0,256.0,True,False,False,15:55:00,2023-06-27 14:30:00-04:00,15125.0,15064.5,15246.0,60.5,1,14.25,22.0,fixed_contracts,2023-06-27 15:55:00-04:00,15112.0,eod_flatten,-260.0,-265.0,-0.21487603305785125,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",19,spx_0dte_expiration_pressure,2023-06-28,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-28 14:30:00-04:00,2023-06-28,2,Wednesday,full_week,continue_move,long,15029.5,15136.0,426.0,256.0,True,False,False,15:55:00,2023-06-28 14:30:00-04:00,15136.0,15075.25,15257.5,60.75,1,6.25,61.0,fixed_contracts,2023-06-28 15:05:00-04:00,15075.0,stop,-1220.0,-1225.0,-1.0041152263374487,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",20,spx_0dte_expiration_pressure,2023-06-30,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-06-30 14:30:00-04:00,2023-06-30,4,Friday,full_week,continue_move,long,15252.0,15362.0,440.0,256.0,True,False,False,15:55:00,2023-06-30 14:30:00-04:00,15362.5,15301.0,15485.5,61.5,1,6.75,33.25,fixed_contracts,2023-06-30 15:55:00-04:00,15366.5,eod_flatten,80.0,75.0,0.06504065040650407,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",21,spx_0dte_expiration_pressure,2023-07-07,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-07 14:30:00-04:00,2023-07-07,4,Friday,full_week,continue_move,long,15220.5,15327.0,426.0,256.0,True,False,False,15:55:00,2023-07-07 14:30:00-04:00,15327.25,15265.75,15450.25,61.5,1,4.0,61.5,fixed_contracts,2023-07-07 15:24:00-04:00,15265.5,stop,-1235.0,-1240.0,-1.0040650406504066,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",1,spx_0dte_expiration_pressure,2023-07-13,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-13 14:30:00-04:00,2023-07-13,3,Thursday,full_week,continue_move,long,15576.25,15669.0,371.0,256.0,True,False,False,15:55:00,2023-07-13 14:30:00-04:00,15669.0,15606.25,15794.5,62.75,1,72.25,5.75,fixed_contracts,2023-07-13 15:55:00-04:00,15722.75,eod_flatten,1075.0,1070.0,0.8565737051792829,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",2,spx_0dte_expiration_pressure,2023-07-17,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-17 14:30:00-04:00,2023-07-17,0,Monday,full_week,continue_move,long,15729.75,15830.5,403.0,256.0,True,False,False,15:55:00,2023-07-17 14:30:00-04:00,15830.75,15767.25,15957.75,63.5,1,52.0,18.5,fixed_contracts,2023-07-17 15:55:00-04:00,15858.25,eod_flatten,550.0,545.0,0.4330708661417323,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",3,spx_0dte_expiration_pressure,2023-07-18,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-18 14:30:00-04:00,2023-07-18,1,Tuesday,full_week,continue_move,long,15815.25,15999.5,737.0,256.0,True,False,False,15:55:00,2023-07-18 14:30:00-04:00,15999.75,15935.75,16127.75,64.0,1,30.0,15.25,fixed_contracts,2023-07-18 15:55:00-04:00,15995.0,eod_flatten,-95.0,-100.0,-0.07421875,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",4,spx_0dte_expiration_pressure,2023-07-19,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-19 14:30:00-04:00,2023-07-19,2,Wednesday,full_week,continue_move,short,16012.75,15924.25,-354.0,256.0,True,False,False,15:55:00,2023-07-19 14:30:00-04:00,15924.5,15988.25,15797.0,63.75,1,1.25,64.75,fixed_contracts,2023-07-19 15:16:00-04:00,15988.5,stop,-1280.0,-1285.0,-1.003921568627451,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",5,spx_0dte_expiration_pressure,2023-07-20,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-20 14:30:00-04:00,2023-07-20,3,Thursday,full_week,continue_move,short,15833.75,15613.0,-883.0,256.0,True,False,False,15:55:00,2023-07-20 14:30:00-04:00,15613.0,15675.5,15488.0,62.5,1,66.0,21.75,fixed_contracts,2023-07-20 15:55:00-04:00,15593.5,eod_flatten,390.0,385.0,0.312,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",6,spx_0dte_expiration_pressure,2023-07-25,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-25 14:30:00-04:00,2023-07-25,1,Tuesday,full_week,continue_move,long,15589.0,15709.5,482.0,256.0,True,False,False,15:55:00,2023-07-25 14:30:00-04:00,15709.75,15646.75,15835.75,63.0,1,26.5,26.25,fixed_contracts,2023-07-25 15:55:00-04:00,15688.25,eod_flatten,-430.0,-435.0,-0.3412698412698413,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",7,spx_0dte_expiration_pressure,2023-07-27,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-27 14:30:00-04:00,2023-07-27,3,Thursday,full_week,continue_move,short,15834.75,15614.5,-881.0,256.0,True,False,False,15:55:00,2023-07-27 14:30:00-04:00,15614.5,15677.0,15489.5,62.5,1,103.25,20.25,fixed_contracts,2023-07-27 15:55:00-04:00,15556.5,eod_flatten,1160.0,1155.0,0.928,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",8,spx_0dte_expiration_pressure,2023-07-28,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-07-28 14:30:00-04:00,2023-07-28,4,Friday,full_week,continue_move,long,15738.0,15858.25,481.0,256.0,True,False,False,15:55:00,2023-07-28 14:30:00-04:00,15858.25,15794.75,15985.25,63.5,1,23.5,37.5,fixed_contracts,2023-07-28 15:55:00-04:00,15857.0,eod_flatten,-25.0,-30.0,-0.01968503937007874,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",9,spx_0dte_expiration_pressure,2023-08-02,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-08-02 14:30:00-04:00,2023-08-02,2,Wednesday,full_week,continue_move,short,15667.75,15496.25,-686.0,256.0,True,False,False,15:55:00,2023-08-02 14:30:00-04:00,15496.0,15558.0,15372.0,62.0,1,63.75,10.75,fixed_contracts,2023-08-02 15:55:00-04:00,15465.75,eod_flatten,605.0,600.0,0.4879032258064516,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",10,spx_0dte_expiration_pressure,2023-08-03,long,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-08-03 14:30:00-04:00,2023-08-03,3,Thursday,full_week,continue_move,long,15358.0,15467.25,437.0,256.0,True,False,False,15:55:00,2023-08-03 14:30:00-04:00,15467.75,15405.75,15591.75,62.0,1,13.25,52.5,fixed_contracts,2023-08-03 15:55:00-04:00,15451.25,eod_flatten,-330.0,-335.0,-0.2661290322580645,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",11,spx_0dte_expiration_pressure,2023-08-04,short,spx_0dte_full_week_continue_move,cboe_spx_0dte_expiration_pressure,spx_0dte_expiration_pressure,2023-08-04 14:30:00-04:00,2023-08-04,4,Friday,full_week,continue_move,short,15511.5,15423.0,-354.0,256.0,True,False,False,15:55:00,2023-08-04 14:30:00-04:00,15423.25,15485.0,15299.75,61.75,1,86.75,13.5,fixed_contracts,2023-08-04 15:55:00-04:00,15342.25,eod_flatten,1620.0,1615.0,1.311740890688259,5.0,10.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
