trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,volatility_feature_csv,volatility_feature_session_date,volatility_gate_column,volatility_gate_value,volatility_gate_max,volatility_filter_result,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",11,volatility_filtered_trend_mes_participation_crowding,2024-01-29,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6468253968253969,0.3273506788281283,-17.0,10.0,2024-01-29 09:45:00-05:00,2024-01-29 10:15:00-05:00,0.55,3.0,4.0,2024-01-29 10:30:00-05:00,2024-01-29 10:30:00-05:00,2024-01-29 10:30:00-05:00,2024-01-29 10:30:00-05:00,0.003,2.5,12:00:00,4918.25,2024-01-29 10:29:00-05:00,4918.25,4917.25,2024-01-29 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-01-29,range10_rank_252,0.12698412698412698,0.95,passed,2024-01-29 10:30:00-05:00,4918.25,4903.25,4955.75,15.0,1,5.0,5.5,fixed_contracts,2024-01-29 12:00:00-05:00,4922.25,eod_flatten,200.0,195.0,0.26666666666666666,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",12,volatility_filtered_trend_mes_participation_crowding,2024-02-06,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8492063492063492,0.3444884115319389,6.0,-72.0,2024-02-06 09:45:00-05:00,2024-02-06 10:15:00-05:00,0.55,3.0,4.0,2024-02-06 10:30:00-05:00,2024-02-06 10:30:00-05:00,2024-02-06 10:30:00-05:00,2024-02-06 10:30:00-05:00,0.003,2.5,12:00:00,4959.75,2024-02-06 10:29:00-05:00,4960.0,4957.75,2024-02-06 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-02-06,range10_rank_252,0.2896825396825397,0.95,passed,2024-02-06 10:30:00-05:00,4959.5,4974.5,4922.0,15.0,1,2.25,9.75,fixed_contracts,2024-02-06 12:00:00-05:00,4958.5,eod_flatten,50.0,45.0,0.06666666666666667,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",13,volatility_filtered_trend_mes_participation_crowding,2024-02-15,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9246031746031746,0.3566252587991718,-18.0,23.0,2024-02-15 09:45:00-05:00,2024-02-15 10:15:00-05:00,0.55,3.0,4.0,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,2024-02-15 10:30:00-05:00,0.003,2.5,12:00:00,5023.25,2024-02-15 10:29:00-05:00,5024.0,5022.5,2024-02-15 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-02-15,range10_rank_252,0.28174603174603174,0.95,passed,2024-02-15 10:30:00-05:00,5023.5,5008.25,5061.625,15.25,1,4.25,9.75,fixed_contracts,2024-02-15 12:00:00-05:00,5024.0,eod_flatten,25.0,20.0,0.03278688524590164,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",14,volatility_filtered_trend_mes_participation_crowding,2024-02-16,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6746031746031746,0.3262663473936268,3.0,-27.0,2024-02-16 09:45:00-05:00,2024-02-16 10:15:00-05:00,0.55,3.0,4.0,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,2024-02-16 10:30:00-05:00,0.003,2.5,12:00:00,5028.0,2024-02-16 10:29:00-05:00,5028.75,5026.5,2024-02-16 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-02-16,range10_rank_252,0.21428571428571427,0.95,passed,2024-02-16 10:30:00-05:00,5028.0,5043.25,4989.875,15.25,1,4.25,15.5,fixed_contracts,2024-02-16 11:16:00-05:00,5043.5,stop,-775.0,-780.0,-1.0163934426229508,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",15,volatility_filtered_trend_mes_participation_crowding,2024-02-21,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6944444444444444,0.3269293308317698,-11.0,19.0,2024-02-21 09:45:00-05:00,2024-02-21 10:15:00-05:00,0.55,3.0,4.0,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,2024-02-21 10:30:00-05:00,0.003,2.5,12:00:00,4977.75,2024-02-21 10:29:00-05:00,4979.0,4977.25,2024-02-21 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-02-21,range10_rank_252,0.10714285714285714,0.95,passed,2024-02-21 10:30:00-05:00,4978.0,4963.0,5015.5,15.0,1,9.0,3.75,fixed_contracts,2024-02-21 12:00:00-05:00,4983.5,eod_flatten,275.0,270.0,0.36666666666666664,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",16,volatility_filtered_trend_mes_participation_crowding,2024-02-29,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6706349206349206,0.3218509849410692,29.0,-60.0,2024-02-29 09:45:00-05:00,2024-02-29 10:15:00-05:00,0.55,3.0,4.0,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,2024-02-29 10:30:00-05:00,0.003,2.5,12:00:00,5093.75,2024-02-29 10:29:00-05:00,5094.25,5092.25,2024-02-29 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-02-29,range10_rank_252,0.15476190476190477,0.95,passed,2024-02-29 10:30:00-05:00,5093.5,5109.0,5054.75,15.5,1,23.5,1.75,fixed_contracts,2024-02-29 12:00:00-05:00,5083.75,eod_flatten,487.5,482.5,0.6290322580645161,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",17,volatility_filtered_trend_mes_participation_crowding,2024-03-04,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6666666666666666,0.3216335090734322,9.0,-6.0,2024-03-04 09:45:00-05:00,2024-03-04 10:15:00-05:00,0.55,3.0,4.0,2024-03-04 10:30:00-05:00,2024-03-04 10:30:00-05:00,2024-03-04 10:30:00-05:00,2024-03-04 10:30:00-05:00,0.003,2.5,12:00:00,5140.25,2024-03-04 10:29:00-05:00,5140.5,5138.5,2024-03-04 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-03-04,range10_rank_252,0.1984126984126984,0.95,passed,2024-03-04 10:30:00-05:00,5140.0,5155.5,5101.25,15.5,1,3.0,4.25,fixed_contracts,2024-03-04 12:00:00-05:00,5143.0,eod_flatten,-150.0,-155.0,-0.1935483870967742,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",18,volatility_filtered_trend_mes_participation_crowding,2024-03-11,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8611111111111112,0.3400500178635227,15.0,-78.0,2024-03-11 09:45:00-04:00,2024-03-11 10:15:00-04:00,0.55,3.0,4.0,2024-03-11 10:30:00-04:00,2024-03-11 10:30:00-04:00,2024-03-11 10:30:00-04:00,2024-03-11 10:30:00-04:00,0.003,2.5,12:00:00,5099.5,2024-03-11 10:29:00-04:00,5100.25,5097.0,2024-03-11 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-03-11,range10_rank_252,0.2698412698412698,0.95,passed,2024-03-11 10:30:00-04:00,5099.25,5114.75,5060.5,15.5,1,0.25,17.75,fixed_contracts,2024-03-11 10:55:00-04:00,5115.0,stop,-787.5,-792.5,-1.0161290322580645,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",19,volatility_filtered_trend_mes_participation_crowding,2024-03-19,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5912698412698413,0.3147527242246437,-14.0,15.0,2024-03-19 09:45:00-04:00,2024-03-19 10:15:00-04:00,0.55,3.0,4.0,2024-03-19 10:30:00-04:00,2024-03-19 10:30:00-04:00,2024-03-19 10:30:00-04:00,2024-03-19 10:30:00-04:00,0.003,2.5,12:00:00,5198.0,2024-03-19 10:29:00-04:00,5199.0,5196.5,2024-03-19 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-03-19,range10_rank_252,0.4801587301587302,0.95,passed,2024-03-19 10:30:00-04:00,5198.25,5182.5,5237.625,15.75,1,20.25,1.25,fixed_contracts,2024-03-19 12:00:00-04:00,5215.25,eod_flatten,850.0,845.0,1.0793650793650793,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",20,volatility_filtered_trend_mes_participation_crowding,2024-03-25,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6785714285714286,0.3191088487092189,-8.0,36.0,2024-03-25 09:45:00-04:00,2024-03-25 10:15:00-04:00,0.55,3.0,4.0,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,2024-03-25 10:30:00-04:00,0.003,2.5,12:00:00,5282.75,2024-03-25 10:29:00-04:00,5284.5,5282.0,2024-03-25 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-03-25,range10_rank_252,0.23412698412698413,0.95,passed,2024-03-25 10:30:00-04:00,5283.25,5267.25,5323.25,16.0,1,4.0,3.5,fixed_contracts,2024-03-25 12:00:00-04:00,5284.25,eod_flatten,50.0,45.0,0.0625,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",21,volatility_filtered_trend_mes_participation_crowding,2024-04-15,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.75,0.3224057217165149,4.0,-104.0,2024-04-15 09:45:00-04:00,2024-04-15 10:15:00-04:00,0.55,3.0,4.0,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,0.003,2.5,12:00:00,5185.5,2024-04-15 10:29:00-04:00,5186.0,5182.0,2024-04-15 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-04-15,range10_rank_252,0.8373015873015873,0.95,passed,2024-04-15 10:30:00-04:00,5185.25,5201.0,5145.875,15.75,1,18.0,4.5,fixed_contracts,2024-04-15 12:00:00-04:00,5183.0,eod_flatten,112.5,107.5,0.14285714285714285,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",22,volatility_filtered_trend_mes_participation_crowding,2024-04-16,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7658730158730159,0.3256684222463019,-71.0,41.0,2024-04-16 09:45:00-04:00,2024-04-16 10:15:00-04:00,0.55,3.0,4.0,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,2024-04-16 10:30:00-04:00,0.003,2.5,12:00:00,5089.0,2024-04-16 10:29:00-04:00,5094.0,5089.0,2024-04-16 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-04-16,range10_rank_252,0.9246031746031746,0.95,passed,2024-04-16 10:30:00-04:00,5089.25,5073.75,5128.0,15.5,1,22.0,7.75,fixed_contracts,2024-04-16 12:00:00-04:00,5099.75,eod_flatten,525.0,520.0,0.6774193548387096,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",23,volatility_filtered_trend_mes_participation_crowding,2024-04-17,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9761904761904762,0.3572249788212513,14.0,-78.0,2024-04-17 09:45:00-04:00,2024-04-17 10:15:00-04:00,0.55,3.0,4.0,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,2024-04-17 10:30:00-04:00,0.003,2.5,12:00:00,5100.25,2024-04-17 10:29:00-04:00,5101.0,5099.0,2024-04-17 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-04-17,range10_rank_252,0.9246031746031746,0.95,passed,2024-04-17 10:30:00-04:00,5100.0,5115.5,5061.25,15.5,1,34.0,1.5,fixed_contracts,2024-04-17 12:00:00-04:00,5073.5,eod_flatten,1325.0,1320.0,1.7096774193548387,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",24,volatility_filtered_trend_mes_participation_crowding,2024-04-22,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6428571428571429,0.3160546400563794,-45.0,10.0,2024-04-22 09:45:00-04:00,2024-04-22 10:15:00-04:00,0.55,3.0,4.0,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,2024-04-22 10:30:00-04:00,0.003,2.5,12:00:00,5016.25,2024-04-22 10:29:00-04:00,5017.5,5015.25,2024-04-22 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-04-22,range10_rank_252,0.9166666666666666,0.95,passed,2024-04-22 10:30:00-04:00,5016.5,5001.25,5054.625,15.25,1,9.25,10.5,fixed_contracts,2024-04-22 12:00:00-04:00,5025.5,eod_flatten,450.0,445.0,0.5901639344262295,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",25,volatility_filtered_trend_mes_participation_crowding,2024-04-24,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7103174603174603,0.3208589867220532,3.0,-32.0,2024-04-24 09:45:00-04:00,2024-04-24 10:15:00-04:00,0.55,3.0,4.0,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,2024-04-24 10:30:00-04:00,0.003,2.5,12:00:00,5113.25,2024-04-24 10:29:00-04:00,5115.5,5112.5,2024-04-24 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-04-24,range10_rank_252,0.9404761904761905,0.95,passed,2024-04-24 10:30:00-04:00,5113.25,5128.75,5074.5,15.5,1,26.5,2.25,fixed_contracts,2024-04-24 12:00:00-04:00,5088.25,eod_flatten,1250.0,1245.0,1.6129032258064515,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",26,volatility_filtered_trend_mes_participation_crowding,2024-04-26,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5555555555555556,0.3105249366756922,-30.0,79.0,2024-04-26 09:45:00-04:00,2024-04-26 10:15:00-04:00,0.55,3.0,4.0,2024-04-26 10:30:00-04:00,2024-04-26 10:30:00-04:00,2024-04-26 10:30:00-04:00,2024-04-26 10:30:00-04:00,0.003,2.5,12:00:00,5128.75,2024-04-26 10:29:00-04:00,5132.0,5128.0,2024-04-26 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-04-26,range10_rank_252,0.9246031746031746,0.95,passed,2024-04-26 10:30:00-04:00,5129.0,5113.5,5167.75,15.5,1,14.5,4.25,fixed_contracts,2024-04-26 12:00:00-04:00,5133.75,eod_flatten,237.5,232.5,0.3064516129032258,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",27,volatility_filtered_trend_mes_participation_crowding,2024-05-02,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6746031746031746,0.3181824156468933,50.0,-69.0,2024-05-02 09:45:00-04:00,2024-05-02 10:15:00-04:00,0.55,3.0,4.0,2024-05-02 10:30:00-04:00,2024-05-02 10:30:00-04:00,2024-05-02 10:30:00-04:00,2024-05-02 10:30:00-04:00,0.003,2.5,12:00:00,5061.5,2024-05-02 10:29:00-04:00,5063.0,5060.0,2024-05-02 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-05-02,range10_rank_252,0.873015873015873,0.95,passed,2024-05-02 10:30:00-04:00,5061.5,5076.75,5023.375,15.25,1,14.5,11.5,fixed_contracts,2024-05-02 12:00:00-04:00,5069.25,eod_flatten,-387.5,-392.5,-0.5081967213114754,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.5661589370086084,"{'entry.params.share_rank_min': 0.35, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",1,volatility_filtered_trend_mes_participation_crowding,2024-05-06,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4523809523809524,0.3042225061658693,-4.0,9.0,2024-05-06 09:45:00-04:00,2024-05-06 10:15:00-04:00,0.35,3.0,4.0,2024-05-06 10:30:00-04:00,2024-05-06 10:30:00-04:00,2024-05-06 10:30:00-04:00,2024-05-06 10:30:00-04:00,0.003,2.5,12:00:00,5184.25,2024-05-06 10:29:00-04:00,5185.25,5183.75,2024-05-06 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-05-06,range10_rank_252,0.8333333333333334,0.95,passed,2024-05-06 10:30:00-04:00,5184.5,5168.75,5223.875,15.75,1,3.25,4.75,fixed_contracts,2024-05-06 12:00:00-04:00,5184.75,eod_flatten,12.5,7.5,0.015873015873015872,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.5661589370086084,"{'entry.params.share_rank_min': 0.35, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",2,volatility_filtered_trend_mes_participation_crowding,2024-05-24,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4007936507936508,0.2975893409033676,34.0,-4.0,2024-05-24 09:45:00-04:00,2024-05-24 10:15:00-04:00,0.35,3.0,4.0,2024-05-24 10:30:00-04:00,2024-05-24 10:30:00-04:00,2024-05-24 10:30:00-04:00,2024-05-24 10:30:00-04:00,0.003,2.5,12:00:00,5312.5,2024-05-24 10:29:00-04:00,5312.5,5311.0,2024-05-24 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-05-24,range10_rank_252,0.15079365079365079,0.95,passed,2024-05-24 10:30:00-04:00,5312.25,5328.25,5272.25,16.0,1,7.75,16.0,fixed_contracts,2024-05-24 11:13:00-04:00,5328.5,stop,-812.5,-817.5,-1.015625,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.5661589370086084,"{'entry.params.share_rank_min': 0.35, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",3,volatility_filtered_trend_mes_participation_crowding,2024-05-28,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5992063492063492,0.3122541379054405,8.0,-21.0,2024-05-28 09:45:00-04:00,2024-05-28 10:15:00-04:00,0.35,3.0,4.0,2024-05-28 10:30:00-04:00,2024-05-28 10:30:00-04:00,2024-05-28 10:30:00-04:00,2024-05-28 10:30:00-04:00,0.003,2.5,12:00:00,5321.75,2024-05-28 10:29:00-04:00,5323.0,5321.25,2024-05-28 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2024-05-28,range10_rank_252,0.16666666666666666,0.95,passed,2024-05-28 10:30:00-04:00,5321.5,5337.5,5281.5,16.0,1,3.75,6.5,fixed_contracts,2024-05-28 12:00:00-04:00,5326.75,eod_flatten,-262.5,-267.5,-0.328125,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
