sha256,size_bytes,reference_count,canonical_source_path,reclaimable_bytes
00280ddd4d39cded4855e19ac2ca43fd8371d19da1f5236221bd677c3cd932b5,18150,2,research/evidence/runs/es_vpin_toxicity_continuation/extreme_toxicity_positive_ret_long_1330/ES/rescue1/campaign_test_summary.json,18150
002e993b01a0bd9388d720652e9621a1fa905d0e295d2e8f8de872d6bb384cff,37,1,research/evidence/runs/nq_infectious_disease_emv_state/high_1d_emv_rebound_long_1200/NQ/run1/run_uid.txt,0
002f14cfba3724eef3f932ec558cec5d422674ef51f768526830e759f9d4092e,5121,2,research/evidence/runs/nq_52week_anchor_momentum/near_high_anchor_hold_long_1030/NQ/run1/campaign_test_summary.json,5121
0039cabf6458375b3de1a6c4b3052aff371bd3f3dd2b059d21f7414cfc621dde,25613,1,research/evidence/runs/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/tp_min_rr_rescue1/limited_core_grid_test/stage_result.json,0
0041bfc88cd69699b3d2c7961ca1cd9313041e2c23fc60c9b5ddb2117dc2a538,13843,1,research/evidence/runs/es_trend_aligned_orderflow_continuation/late_morning_15_30_signed_trend_flow_1130/ES/run1/limited_core_grid_test/stage_result.json,0
004c6bbc739b478d2d4b08a582b69f5e4154a7a13f744f2c9de285bf284be21b,24343,1,research/evidence/runs/nq_daily_short_term_reversal/prior_1d_loss_reversal_long_1000/NQ/run1/limited_core_grid_test/stage_result.json,0
004d1b20618af01436572f672cdd1718cfae7e848c46425da215afcf4ffbb5a6,6361,1,research/evidence/runs/es_mes_aligned_flow_continuation/morning15_mes_signed_1030/ES/run1/source_config.yaml,0
0050f622c3459aaa5e46e1d4299077360ac75f62838f1720947407e1ec671cdc,2636,1,research/evidence/runs/nq_market_plumbing_liquidity_capacity/dealer_lending_pressure_long_1330/NQ/run1/run_manifest.json,0
0054312ae042523aebe933cf6910d76e229f13ee0c54aa4bda647ef590fb56ea,23863,1,research/evidence/runs/es_bls_macro_release_day_drift/employment_release_open_long_1000/ES/stop_widen_rescue1/limited_core_grid_test/stage_result.json,0
00556e593a5489416a18363124d9178708e557231416953557d25406d0806c4d,9760,1,research/evidence/runs/nq_retail_inventory_demand/retail_3m_weakness_long_1000/NQ/run1/effective_config.yaml,0
005594262676b4f7626c6bf4e6b9a49cefbc7e372d03e419059fab2a7a725634,6145,1,research/evidence/runs/nq_productivity_unit_labor_cost_state/productivity_minus_ulc_4q_margin_long_1330/NQ/run1/source_config.yaml,0
0055edd462f31c08f2ebb9e4680e4fdb4aa8a5fceb08d2b3d02ff5002732c11b,9944,1,research/evidence/runs/es_prior_lvn_orderflow_rejection/late_morning_large10_two_sided_lvn_rejection/ES/rescue1/source_config.yaml,0
005a9b3a63b5a84e98e75e6b1afc38cafdf9017920461360173c1e79644f7176,5214,1,research/evidence/runs/es_cboe_vxn_vix_dispersion_intraday/high_vxn_minus_vix_short_1330/ES/rescue1/source_config.yaml,0
005f1dca3eb1057a797f7cfef201520c16244746d297b45c5e0d02b8b69dcaa4,31585,2,research/evidence/runs/nq_credit_quality_stress_state/high_credit_card_chargeoff_short_1000/NQ/run1/campaign_test_summary.json,31585
00609cffcd6c91dd012909ea21693e7de03ccb3c9f8a3475cf303caeb359fb62,37,1,research/evidence/runs/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/rescue1/run_uid.txt,0
00627da1f4861773a89fc3d619a9f33ed4f05481b10c9f8594793e45d6758d1b,37,1,research/evidence/runs/es_orderflow_absorption_exhaustion_reversal/late_30m_absorption_fade_1500/ES/rescue1/run_uid.txt,0
00666b3d7045c0ede5c81485e69baf06408885ff7343f2eb0c376fcc7ec78e89,11392,1,research/evidence/runs/es_cftc_tff_hedging_pressure/extreme_negative_pressure_short_1330/ES/run1/limited_core_grid_test/stage_result.json,0
0067767a32e04a11b348833a552323e8aa67d3b0ed102da911438d8517d71247,37,1,research/evidence/runs/nq_overnight_inventory_sweep_reversion/extended_low_extreme_reclaim_long_1230/NQ/run1/run_uid.txt,0
0068d449d102aae9cdef1bc2a52649a83b51e778223e661c863bc3365a02deeb,6437,1,research/evidence/runs/es_market_plumbing_liquidity_capacity/vx_oi_crowding_short_1330/ES/rescue1/effective_config.yaml,0
00698088b1a15aff6f554a846a769477d24ad7898a9a0fb098b6e9338d31dcca,5234,1,research/evidence/runs/es_bls_macro_release_day_drift/cpi_release_open_long_1000/ES/rescue1/effective_config.yaml,0
0075da1abb4d4613e94b04ce4e2c673c7e577fbd1720d68278673e2351147210,31618,2,research/evidence/runs/nq_corporate_profitability_state/high_corporate_profit_qoq_growth_long_1330/NQ/run1/campaign_test_summary.json,31618
007963391b3c2b3ee9613a832511bf09678c35d0185467513bb7b54ad9011173,37,1,research/evidence/runs/es_overnight_inventory_sweep_reversion/open_outside_range_two_sided_reversion/ES/run1/run_uid.txt,0
007c3811bf782b4ed83851a32baffcccca787d3e0f203540197287931f2bf469,5789,1,research/evidence/runs/nq_real_yield_breakeven_state/real_yield_1d_down_long_1000/NQ/run1/source_config.yaml,0
007d9565e5033ba2e375be49ae33adf478965ea7cfbcda5ada72fd990929f0de,33610,2,research/evidence/runs/es_opening_range_failed_breakout_trend_orderflow/or30_full_session_signed_trend_reclaim_1530/ES/rescue1/campaign_test_summary.json,33610
007e219cb97e678ece93fc208d4ead114649c3b7add24efd37c7043fc4eadc62,2284,1,research/evidence/runs/es_halloween_seasonal_premium/summer_afternoon_short_1330/ES/rescue1/run_manifest.json,0
007f5a37ad1904464c5faf304ca458338f895f9113b3f0023cd289552416f2c1,31476,2,research/evidence/runs/nq_realized_vol_of_vol_state/high_1d_vov_premium_long_1000/NQ/run1/campaign_test_summary.json,31476
008696b405444307621c033fdd947e0e644857e9e18082ad9368adf69b30391c,5157,1,research/evidence/runs/es_aqr_bab_factor_state/low_bab_63d_rebound_long_1030/ES/run1/source_config.yaml,0
00870dfd04a58bd9dc11cf1c4890704972b0a57d15d6b7512ae9310cdb7290ee,37,1,research/evidence/runs/es_usdjpy_safe_haven_spillover/yen_depreciation_long_1030/ES/rescue1/run_uid.txt,0
0092dc53295f7012e3cb9813b997672eee5c9b764606bdc723e31dd50df35362,25153,2,research/evidence/runs/es_prior_value_area_orderflow_acceptance/afternoon_large20_two_sided_acceptance/ES/rescue1/campaign_test_summary.json,25153
0093629da72cbc888b87ea7778af31c75d3ff224d671019c8c337d9ea9be6a16,9980,1,research/evidence/runs/es_gao_last_half_hour_orderflow_confirmation/first60_signed_flow_two_sided_1530/ES/run1/effective_config.yaml,0
0093f735299c86a4b02ba421909d4969f8847c747726fe04bbf4011e589eaaba,5186,2,research/evidence/runs/es_true_vap_aoi_breakout_continuation/prior_extreme_large10_true_vap_two_sided_1500/ES/run1/campaign_test_summary.json,5186
009d7eb6ce00c4763f08a05f5251da7bef0a93cdb2895f1d70aabc4c266ca587,2612,1,research/evidence/runs/nq_intraday_periodicity_persistence/morning_1000_slot_persistence/NQ/run1/run_manifest.json,0
00a6f091fe142ccb765ebc7d71500b8a70a1b6c7c9da6693268b74d67432c209,2789,1,research/evidence/runs/es_late_day_intraday_momentum/first30_to_last30_long_only/ES/tp_min_rr_rescue1/run_manifest.json,0
00ae12947fa54a3d007ae49c2709116ff472494c2e6cfc3cc1a416c9877af78c,13196,1,research/evidence/runs/es_volume_shock_liquidity_reversal/all_day_symmetric_shock_reversion/ES/rescue1/limited_core_grid_test/stage_result.json,0
00b0e6e0331d7e200e1a720a1e3722ffce074ce885d92ec033ab807f79d54d21,2531,1,research/evidence/runs/nq_emv_macro_news_intraday/high_labor_news_short_1330/NQ/run1/run_manifest.json,0
00b430eb491b89b09fd6c092fa0bfbb57f717db2b56af391f504525da29e6235,2390,1,research/evidence/runs/es_realized_semivariance_asymmetry/two_sided_5d_bad_good_balance_1330/ES/run1/run_manifest.json,0
00bd7db082eed17843c80b121b48fd5151ea352700a61d3d53f8f516315dfe86,24437,1,research/evidence/runs/nq_mes_micro_flow_divergence_reversion/morning_mes_buy_pressure_reversion_short/NQ/run2/limited_core_grid_test/stage_result.json,0
00c0da16dd41a036f0810d72151d5b53882a8f67268e38cac4d600437bef73ff,31594,2,research/evidence/runs/es_oil_price_shock_spillover/wti_up_risk_off_short_1030/ES/stop_widen_rescue1/campaign_test_summary.json,31594
00cd05bcfd051077c8e67b4c38466f82b9e27376f4b7c61d377bfaf47f971cda,4835,1,research/evidence/runs/es_overnight_return_late_day_momentum/negative_overnight_short_1530/ES/run1/effective_config.yaml,0
00d0931070cf6daa53782e12f78e56e76601a9e0ff31c6515dd91a2f11205428,2242,1,research/evidence/runs/es_prior_level_delta_dislocation/pdl_sell_pressure_short/ES/run1/run_manifest.json,0
00d56d726b9a7e5c2424fd57fd6cd60ebe1527e14dcefe35ba08b4b2151407b5,37,1,research/evidence/runs/es_video_aoi_lvn_orderflow_playbook/trend_lvn_seller_trap_long_3m_1500/ES/run2/run_uid.txt,0
00d61ec83863f150c71c04ada8cf8cbeaf5fa8de4427a01445144bc990e3d035,37,1,research/evidence/runs/es_cboe_implied_correlation_intraday/low_cor3m_long_1030/ES/run1/run_uid.txt,0
00d67ada31ba6711ae6037ff2536a10bd695e560793b2e22d487e0e640846979,37,1,research/evidence/runs/es_pivot_filtered_mes_participation_crowding_reversion/afternoon_trade_two_sided_reversal_window_1500/ES/stop_widen_rescue1/run_uid.txt,0
00d96fa779287390f6cb7fafab4cce359cc758120cf97b48c8af0d3e0b78bf1b,7720,1,research/evidence/runs/nq_market_plumbing_liquidity_capacity/dealer_lending_pressure_long_1130/NQ/run1/source_config.yaml,0
00dbe105720e72928c2a45ab5f38604a5dc8c70673ff719fbaaacf72a39faf58,24791,1,research/evidence/runs/nq_amihud_illiquidity_price_impact/two_sided_5d_illiq_state_1330/NQ/run1/limited_core_grid_test/stage_result.json,0
00e0d599194e69eb2774e85625bdbb918972b00551e9cb8d5e8c90255ca047d3,9902,1,research/evidence/runs/nq_realized_skewness_reversal/low_1d_skew_open_long_1000/NQ/run1/effective_config.yaml,0
00e11b211e4639dbc174682e7af6d4a64b50199190cf53b3118fa233eb68e528,31473,2,research/evidence/runs/nq_china_tech_risk_sentiment/fxi_1d_relative_strength_long_1130/NQ/run1/campaign_test_summary.json,31473
00e217362d060f472ace815f28d6491b79b1ef079c3abe8acde0eeebf2e380a1,7464,1,research/evidence/runs/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/run1/source_config.yaml,0
00e68723096039ca45aca96260e2279da8466ac9b5b017090a4dcec5b1d8fad9,5125,1,research/evidence/runs/es_cftc_tff_hedging_pressure/high_positive_pressure_long_0935/ES/rescue1/effective_config.yaml,0
00ede9ed81a25e8944efab9757c28471a82664a0cae8085cd756a6599603cb17,37,1,research/evidence/runs/es_session_open_orderflow_reclaim/morning_down_open_reclaim_long/ES/run1/run_uid.txt,0
00ee4fe1b37b151da8095afeb44361ebc2ee9d68fc42df673d58ba031bc1ddbe,2592,1,research/evidence/runs/nq_treasury_term_premium_state/high_21d_term_premium_short_1000/NQ/run1/run_manifest.json,0
00f38fb7a8939864e01bdd804ce5f75ab10fdb745e95df9da2ec8659d91337ed,37,1,research/evidence/runs/es_overnight_return_late_day_momentum/opening_reversal_confirmed_1530/ES/run1/run_uid.txt,0
00f4533a09407040f332d95edda0658f06b7b6801ba5b3686329c21957a2bc6c,33254,2,research/evidence/runs/nq_session_extreme_delta_divergence/afternoon_low_delta_divergence_long/NQ/run1/campaign_test_summary.json,33254
00f4db65feffb599c61e5ff5932638ce1fb06230f26d91233e69c9e1ad5aef8a,10974,1,research/evidence/runs/es_nq_confirming_vap_aoi_breakout/opening_nq30_1200/ES/run1/effective_config.yaml,0
00fa09449f5265a87baecab1f6ac255055ef6c2a3245cf1f924811e8ea015766,37,1,research/evidence/runs/es_nq_relative_value_reversion/sixty_min_divergence_fade_1400/ES/run1/run_uid.txt,0
00fb7b3c21f846107dff1a324c6bdd48bd71572b29cc69c3bda001cce0458582,7713,1,research/evidence/runs/es_prior_session_flip_retest_orderflow/midday_signed_aligned_two_sided_flip/ES/run1/source_config.yaml,0
00fc12d3f839224bfd69f0ff8e8920d52ddb95d9ad887d80ce98b6f388159749,12102,1,research/evidence/runs/es_prior_level_delta_dislocation/pdl_sell_pressure_short/ES/run1/limited_core_grid_test/stage_result.json,0
00ff6995545e5d26831ebfb77a9e423425125d1714ea26bc557c645ec63b2747,6559,1,research/evidence/runs/nq_retail_inventory_demand/inventory_sales_low_long_1200/NQ/run1/source_config.yaml,0
010833cf57e1f1a5e3d5a84a0e35eed28fa7568cec951f895c4b00862409ac2f,2702,1,research/evidence/runs/es_true_vap_aoi_breakout_continuation/combined_large20_true_vap_two_sided_1500/ES/run1/run_manifest.json,0
01086e6f4d945eefacd9c89462dff293040d024f92995954e8ddd527820fa066,8574,1,research/evidence/runs/es_semivariance_orderflow_confirmation/badvol_signed_multitime_short/ES/run1/source_config.yaml,0
01172a37aea258600dafc0d93284e6215b624acef2c4d1d98e2afe26080d9d24,2615,1,research/evidence/runs/nq_realized_jump_variation_premium/negative_jump_rebound_long_1130/NQ/run1/run_manifest.json,0
0119646d85176d8558837cf8fff90d377dc32c262bbbe750cb14dc3035cd7063,10420,1,research/evidence/runs/nq_opening_drive_inventory_orderflow/open60_flow_continuation_1130/NQ/run1/effective_config.yaml,0
0122f7b656c1d622948c5bd6d2df16750a6daeeb5f87fb87bab7b649fe4aab49,21274,2,research/evidence/runs/es_naaim_exposure_sentiment/level_median_contrarian_1000/ES/tp_min_rr_rescue1/campaign_test_summary.json,21274
0124e3af95f0b4e3007c5e43fc0d3c08721b91f9bbca1995bf9107b0cd1e31cb,9656,1,research/evidence/runs/nq_nyfed_rrp_liquidity_state/rrp_drain_short_1500/NQ/run1/source_config.yaml,0
012db992095d00d39020574f5cd2bac0113a460fe40f866bc6a6d219943885f4,7029,1,research/evidence/runs/es_footprint_absorption_initiation/rolling_range_footprint_absorption_sweep_1500/ES/rescue1/source_config.yaml,0
012e22e08624adca9de40f5d478f46908ac786af8a16134fa606c988ee33d63f,12858,1,research/evidence/runs/es_spx_0dte_expiration_pressure/full_week_down_move_fade_long_1000/ES/rescue1/limited_core_grid_test/stage_result.json,0
012f9c6a20abf27653297a7a898b599d4fbc224f9afaa86830c4548861e5a17c,31648,2,research/evidence/runs/nq_realized_semivariance_asymmetry/high_1d_badvol_rebound_long_1000/NQ/run1/campaign_test_summary.json,31648
01351416b9d8d74046e1265d70f791eba52b79e91397dd0165ac32107d530035,2634,1,research/evidence/runs/es_trend_aligned_orderflow_continuation/afternoon_30_60_large20_trend_flow_1400/ES/rescue1/run_manifest.json,0
0138ac85ac21b0c192472a1108378f02b4712d14a8ad0d806ff7e94453bd03f1,41079,2,research/evidence/runs/nq_cboe_put_call_sentiment_intraday/low_equity_pc_long_1000/NQ/run1/campaign_test_summary.json,41079
013ddd76615c1184aac7bd02be652cfee9d227cc355b8c041143e11b00fcb8c4,37,1,research/evidence/runs/es_midday_range_orderflow_breakout/lunch_1130_1300_signed_breakout_1430/ES/run1/run_uid.txt,0
013e6075bdbb4d944bd4cfb42d1d193292f9f2feb44c951f58b022d1454253e9,13300,1,research/evidence/runs/es_spx_0dte_expiration_pressure/full_week_up_move_fade_short_1000/ES/run1/limited_core_grid_test/stage_result.json,0
0143ef4d2141b6db5de9acf77c180ce4b4cb6bb9dfe5b103488a8cbfcdcbd854,37,1,research/evidence/runs/es_realized_skewness_reversal/low_1d_skew_open_long_1000/ES/tp_min_rr_rescue1/run_uid.txt,0
01484ce46309f645c46c9a98081a01fdf61995f0b63e36b4d403a54cb12c262c,2810,1,research/evidence/runs/nq_pivot_filtered_mes_participation_crowding_reversion/afternoon_trade_two_sided_reversal_window_1500/NQ/run1/run_manifest.json,0
014aa9c0a1e059caed2e843e6e07d78ce6bcedff94df8bb1c66ed115fb603bb8,5753,1,research/evidence/runs/nq_semiconductor_leadership_risk_sentiment/soxx_3d_leadership_long_1130/NQ/run1/source_config.yaml,0
014cf2b4111fc5f85bfdb1369c5127af3b926730ca4c5d43496314e884e7635d,2565,1,research/evidence/runs/nq_real_yield_breakeven_state/breakeven_5d_down_short_1130/NQ/run1/run_manifest.json,0
0154023319ffe147bb757de27390430975a47d85b71541645f7eb0f6a008667c,24462,1,research/evidence/runs/es_overnight_drift_european_open/eu_open_prior_down_long_0200/ES/run1/limited_core_grid_test/stage_result.json,0
0154f46f0be3a85c75d9e68af1cda6995f333d70ce1561a748764b5b592e4787,32635,2,research/evidence/runs/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/run1/campaign_test_summary.json,32635
015561332dc48d6371bd6f12d8d0329f361259166efd178d16fbc34abac90d9b,19669,2,research/evidence/runs/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1330/ES/run1/campaign_test_summary.json,19669
01569f7d0b9f47f4bdc4f80c6b8f814890d6d638b03ef857ea31c752c22232a3,12462,1,research/evidence/runs/es_signed_orderflow_persistence/midday_30m_signed_flow_continuation_1230/ES/tp_min_rr_rescue1/effective_config.yaml,0
015bfe7a4366875d494a52ebb1142427fb0aa3c5a823bcd0bf6258e9f9c2dce6,19149,2,research/evidence/runs/es_leveraged_etf_rebalance_pressure/two_sided_day_move_1500/ES/run1/campaign_test_summary.json,19149
0162f5bf370bf0a3836f8864b88ccb1dfec2832c9816a70cb515087abcdef696,37,1,research/evidence/runs/es_nq_relative_value_reversion/thirty_min_divergence_fade_1030/ES/rescue1/run_uid.txt,0
01697a91f65aa75c1f641a87b959a2744f6da8d3575d972932a6f9c684af5a11,37,1,research/evidence/runs/nq_mes_crowding_vol_filtered_trend_pullback_reversion/vol_downshift_trade_morning_1030/NQ/run1/run_uid.txt,0
016dedbae969a9f6b174dda844aad63950a1f5cbaf3c99ddfce48d6c760e611d,20224,2,research/evidence/runs/es_trade_size_stealth_orderflow/large20_not_aligned_long_1000/ES/run1/campaign_test_summary.json,20224
0171d91c6907cb92a1bc2c09d477068d943c97f3ac9617372bfaa70fb69f855b,37,1,research/evidence/runs/nq_corporate_equity_supply_state/high_equity_share_short_1200/NQ/run1/run_uid.txt,0
017ed4ed8a15c47954da47f0c9053a60b04e39317fab2d4e374ac851a82a403c,7717,1,research/evidence/runs/es_nq_confirming_vap_aoi_breakout/prior_extreme_nq30_1500/ES/run1/source_config.yaml,0
0183e5304b738227fa1874ea72106d98bc40f8583a5b7c543a90d9b7f9f9d8c6,33768,2,research/evidence/runs/es_pivot_filtered_opening_range_orderflow_breakout/or15_large10_pivot_flow_breakout_1030/ES/run1/campaign_test_summary.json,33768
018b8c0308d46078a48fba02fd77bacfef1eb76bfa2a44a2501fe419adb86127,17122,2,research/evidence/runs/es_bankruptcy_distress_regime_reversion/total_ch11_growth_prior_down_long_1130/ES/run2/campaign_test_summary.json,17122
018c56780176e1591f6ee1b8b8ca1452e7b1552915ae79cafbe791dabe41734e,7444,1,research/evidence/runs/nq_overnight_drift_european_open/eu_open_prior_down_long_0200/NQ/run1/source_config.yaml,0
0193c6ca13e252c9b2dacde82ad187eb3fd050cf41705f10d5f093a372a8e46a,23356,1,research/evidence/runs/es_turn_of_year_effect/january_first2_open_long_1000/ES/stop_widen_rescue1/limited_core_grid_test/stage_result.json,0
01951ddf37df4a8089207dccd05ed4495cbd2835c73b3396d045334c6693b5d3,2316,1,research/evidence/runs/es_variance_risk_premium_intraday/vrp_rising_afternoon_long_1330/ES/rescue1/run_manifest.json,0
01998e5e6a47283fe824dc9357263302bc3561bcb32bf6f7e9a87fe0188cc288,2745,1,research/evidence/runs/nq_intraday_invariance_dislocation_reversion/opening_15m_two_sided_dislocation_fade_1130/NQ/run1/run_manifest.json,0
019ad9e5684fe5b2934b3d4ee4e58540caed4516a130c3769d9bb6c27580af6a,18768,2,research/evidence/runs/nq_rth_intraday_risk_premium/first_hour_1000_long/NQ/run1/campaign_test_summary.json,18768
019cfea90008759f7da23d4320f272b2b3d2c7d6b0bbaf9e47a46bb2001c23cf,2636,1,research/evidence/runs/nq_fama_french_style_factor_rotation/hml_21d_value_strength_short_1000/NQ/run1/run_manifest.json,0
019dd311ce92752f4959578209fb70433208921c920685cd5eaba4d07b15b632,7800,1,research/evidence/runs/es_prior_session_level_breakout_continuation/morning_prior_high_breakout_long/ES/stop_widen_rescue1/source_config.yaml,0
01b3eca5b5c21a530c46448e38d54c37ddb778d9c5987a253057e67ff6c89cb6,10328,1,research/evidence/runs/es_prior_session_breakout_orderflow_confirmation/all_day_signed_buffer_break_two_sided/ES/rescue1/effective_config.yaml,0
01b5c8eb30cdb90283a14eba4a9248ce1e25452e64795e5e7980546563e65e24,6528,1,research/evidence/runs/es_round_number_orderflow_barrier/morning_resistance_buy_absorption_short/ES/run1/source_config.yaml,0
01bdb0bfd13ccdce882a2f83e9d77ce6d0788dd14d462411b207f50f98736153,37,1,research/evidence/runs/es_consumer_sentiment_state_intraday/high_sentiment_short_1030/ES/stop_widen_rescue1/run_uid.txt,0
01d17c56f25cca3403880fe129d47bec33a89c65ae70092c2a259d45b495507f,25208,2,research/evidence/runs/es_vwap_deviation_orderflow_reversion/morning_large10_counterflow_1200/ES/run1/campaign_test_summary.json,25208
01d6692357288d5887c76c9e0226df19be7f989ce5fdc51dffca81e980538d10,2855,1,research/evidence/runs/es_opening_range_nq_orderflow_breakout/or30_nq15_signed_breakout_1030/ES/stop_widen_rescue1/run_manifest.json,0
01d6fdfd4274f39b758b27c9e235accf297c1aca7114f3698d75b8178e385c46,18206,2,research/evidence/runs/es_vwap_pullback_continuation/failed_vwap_break_two_sided/ES/rescue1/campaign_test_summary.json,18206
01d8a2e15d0bcda285e7065f6e8d3b95a0dbdbf621e4a4851b0e7ee3c82aa56c,7565,1,research/evidence/runs/es_morning_trend_lunch_reversal_orderflow/early_afternoon_large20_two_sided_reversal_1400/ES/run1/source_config.yaml,0
01da66daae2a019b6d0004d0f307a9da1df183d6ee3e2c6eacb6355428aec8d8,24663,1,research/evidence/runs/es_market_structure_pivot_trend_bias/midday_5_15_30_first_bias_1200_1500/ES/run1/limited_core_grid_test/stage_result.json,0
01ddc063132cd0ad3249a806017cf6e7b6d94544810cd7d71a0b9156ded78ad1,5644,1,research/evidence/runs/es_realized_semivariance_asymmetry/two_sided_5d_bad_good_balance_1330/ES/rescue1/effective_config.yaml,0
01dec0fa3d8390fae09b0cb247fb041952b2515cac0d4224c953465cec165d19,10716,1,research/evidence/runs/nq_intraday_capitulation_mean_reversion/morning_10m_volume_flush_reclaim_long_1230/NQ/run1/effective_config.yaml,0
01df1d00a59d606b117dad4c3de76a1ccaab4e965a1c1baac7d012a9ed5e665f,24857,2,research/evidence/runs/es_mes_aligned_flow_continuation/late_day60_mes_large20_1500/ES/run1/campaign_test_summary.json,24857
01e2bb9b364c44b17b173fc14d3fd3e9673dc7a2f6415f266df1c5d55617244e,6456,1,research/evidence/runs/nq_variance_risk_premium_intraday/high_vrp_low_realized_midmorning_long_1030/NQ/run1/source_config.yaml,0
01e3ced986bfc40ce6ff4cb33a7e5b447631192fce00c0934b9b8ed78de606bd,9674,1,research/evidence/runs/nq_nyfed_rrp_liquidity_state/rrp_drain_short_1000/NQ/run1/source_config.yaml,0
01e75009899a61f0f86329b4aa4f5f7f347579f056a67aafd2184fff8e735a61,2626,1,research/evidence/runs/nq_fama_french_style_factor_rotation/cma_63d_conservative_short_1200/NQ/run1/run_manifest.json,0
01efd16a4126d0c805372a85934b30909ff4b625e701aae2a2b32fa5bf9d818d,8389,1,research/evidence/runs/es_vix_term_structure_orderflow_pullback/curve_flattening_signed_vwap_reject_short_1500/ES/rescue1/source_config.yaml,0
0201b777cd4aed851433223abacf3600186bfa6bfb87ac06ebca78dc8073d984,10329,1,research/evidence/runs/es_intraday_capitulation_orderflow_reversion/late_day_10m_capitulation_long_1530/ES/rescue1/effective_config.yaml,0
020465ca3e81b22a79eb31abb1b2fc75e128735768eb219f17b6c2c2cb04212b,7510,1,research/evidence/runs/es_consumer_sentiment_state_intraday/high_sentiment_short_1030/ES/stop_widen_rescue1/source_config.yaml,0
020648a18ccdfbc94cae5421224d94c879a19498d815d5c79c3cbad64331e651,31122,2,research/evidence/runs/es_vvix_tail_risk_intraday/high_vvix_short_1000/ES/tp_min_rr_rescue1/campaign_test_summary.json,31122
020699f74210c8729fee5a346109a10c2778721cfea5af9ccae26b303555b76a,2827,1,research/evidence/runs/es_session_open_orderflow_reclaim/morning_up_open_reject_short/ES/stop_widen_rescue1/run_manifest.json,0
